YearMonth,Value,Type,Model
1984-09-01,118.5,Full,MovingAverage_2
1984-10-01,101.5,Full,MovingAverage_2
1984-11-01,123.5,Full,MovingAverage_2
1984-12-01,149.0,Full,MovingAverage_2
1985-01-01,110.0,Full,MovingAverage_2
1985-02-01,71.5,Full,MovingAverage_2
1985-03-01,103.0,Full,MovingAverage_2
1985-04-01,108.5,Full,MovingAverage_2
1985-05-01,100.5,Full,MovingAverage_2
1985-06-01,91.5,Full,MovingAverage_2
1985-07-01,81.0,Full,MovingAverage_2
1985-08-01,95.0,Full,MovingAverage_2
1985-09-01,96.5,Full,MovingAverage_2
1985-10-01,99.0,Full,MovingAverage_2
1985-11-01,115.5,Full,MovingAverage_2
1985-12-01,126.0,Full,MovingAverage_2
1986-01-01,93.0,Full,MovingAverage_2
1986-02-01,61.0,Full,MovingAverage_2
1986-03-01,66.0,Full,MovingAverage_2
1986-04-01,69.0,Full,MovingAverage_2
1986-05-01,73.5,Full,MovingAverage_2
1986-06-01,71.5,Full,MovingAverage_2
1986-07-01,88.5,Full,MovingAverage_2
1986-08-01,114.0,Full,MovingAverage_2
1986-09-01,108.5,Full,MovingAverage_2
1986-10-01,92.0,Full,MovingAverage_2
1986-11-01,96.0,Full,MovingAverage_2
1986-12-01,124.0,Full,MovingAverage_2
1987-01-01,99.5,Full,MovingAverage_2
1987-02-01,61.5,Full,MovingAverage_2
1987-03-01,67.5,Full,MovingAverage_2
1987-04-01,78.0,Full,MovingAverage_2
1987-05-01,89.5,Full,MovingAverage_2
1987-06-01,83.5,Full,MovingAverage_2
1987-07-01,80.5,Full,MovingAverage_2
1987-08-01,80.0,Full,MovingAverage_2
1987-09-01,87.0,Full,MovingAverage_2
1987-10-01,100.5,Full,MovingAverage_2
1987-11-01,98.0,Full,MovingAverage_2
1987-12-01,126.5,Full,MovingAverage_2
1988-01-01,110.0,Full,MovingAverage_2
1988-02-01,89.0,Full,MovingAverage_2
1988-03-01,92.5,Full,MovingAverage_2
1988-04-01,68.0,Full,MovingAverage_2
1988-05-01,66.5,Full,MovingAverage_2
1988-06-01,75.0,Full,MovingAverage_2
1988-07-01,81.0,Full,MovingAverage_2
1988-08-01,78.0,Full,MovingAverage_2
1988-09-01,89.5,Full,MovingAverage_2
1988-10-01,109.0,Full,MovingAverage_2
1988-11-01,108.0,Full,MovingAverage_2
1988-12-01,117.5,Full,MovingAverage_2
1989-01-01,103.0,Full,MovingAverage_2
1989-02-01,65.5,Full,MovingAverage_2
1989-03-01,74.5,Full,MovingAverage_2
1989-04-01,81.5,Full,MovingAverage_2
1989-05-01,73.5,Full,MovingAverage_2
1989-06-01,82.0,Full,MovingAverage_2
1989-07-01,88.5,Full,MovingAverage_2
1989-08-01,80.0,Full,MovingAverage_2
1989-09-01,80.5,Full,MovingAverage_2
1989-10-01,87.0,Full,MovingAverage_2
1989-11-01,98.0,Full,MovingAverage_2
1989-12-01,123.0,Full,MovingAverage_2
1990-01-01,90.0,Full,MovingAverage_2
1990-02-01,56.0,Full,MovingAverage_2
1990-03-01,71.0,Full,MovingAverage_2
1990-04-01,75.0,Full,MovingAverage_2
1990-05-01,73.0,Full,MovingAverage_2
1990-06-01,72.5,Full,MovingAverage_2
1990-07-01,77.0,Full,MovingAverage_2
1990-08-01,74.0,Full,MovingAverage_2
1990-09-01,76.5,Full,MovingAverage_2
1990-10-01,74.0,Full,MovingAverage_2
1990-11-01,87.5,Full,MovingAverage_2
1990-12-01,121.0,Full,MovingAverage_2
1991-01-01,93.0,Full,MovingAverage_2
1991-02-01,54.5,Full,MovingAverage_2
1991-03-01,60.5,Full,MovingAverage_2
1991-04-01,65.5,Full,MovingAverage_2
1991-05-01,62.5,Full,MovingAverage_2
1991-06-01,62.5,Full,MovingAverage_2
1991-07-01,80.5,Full,MovingAverage_2
1991-08-01,75.5,Full,MovingAverage_2
1991-09-01,63.0,Full,MovingAverage_2
1991-10-01,67.0,Full,MovingAverage_2
1991-11-01,68.5,Full,MovingAverage_2
1991-12-01,90.0,Full,MovingAverage_2
1992-01-01,70.0,Full,MovingAverage_2
1992-02-01,40.5,Full,MovingAverage_2
1992-03-01,51.5,Full,MovingAverage_2
1992-04-01,54.5,Full,MovingAverage_2
1992-05-01,53.0,Full,MovingAverage_2
1992-06-01,54.0,Full,MovingAverage_2
1992-07-01,61.0,Full,MovingAverage_2
1992-08-01,59.5,Full,MovingAverage_2
1992-09-01,49.0,Full,MovingAverage_2
1992-10-01,48.5,Full,MovingAverage_2
1992-11-01,54.5,Full,MovingAverage_2
1992-12-01,74.5,Full,MovingAverage_2
1993-01-01,62.0,Full,MovingAverage_2
1993-02-01,36.5,Full,MovingAverage_2
1993-03-01,43.0,Full,MovingAverage_2
1993-04-01,45.5,Full,MovingAverage_2
1993-05-01,43.0,Full,MovingAverage_2
1993-06-01,48.0,Full,MovingAverage_2
1993-07-01,56.0,Full,MovingAverage_2
1993-08-01,55.5,Full,MovingAverage_2
1993-09-01,50.0,Full,MovingAverage_2
1993-10-01,49.0,Full,MovingAverage_2
1993-11-01,50.0,Full,MovingAverage_2
1993-12-01,62.5,Full,MovingAverage_2
1994-01-01,53.5,Full,MovingAverage_2
1994-02-01,32.5,Full,MovingAverage_2
1994-03-01,38.5,Full,MovingAverage_2
1994-04-01,45.0,Full,MovingAverage_2
1994-05-01,46.0,Full,MovingAverage_2
1994-06-01,44.5,Full,MovingAverage_2
1994-07-01,45.57659974362131,Full,MovingAverage_2
1994-08-01,46.6825905550521,Full,MovingAverage_2
1994-09-01,46.605990811430786,Full,MovingAverage_2
1994-10-01,48.5,Full,MovingAverage_2
1994-11-01,57.0,Full,MovingAverage_2
1994-12-01,73.5,Full,MovingAverage_2
1995-01-01,57.0,Full,MovingAverage_2
1995-02-01,34.5,Full,MovingAverage_2
1995-03-01,42.0,Full,MovingAverage_2
1995-04-01,48.5,Full,MovingAverage_2
1995-05-01,40.0,Full,MovingAverage_2
1995-06-01,34.0,Full,MovingAverage_2
1995-07-01,51.0,Full,MovingAverage_2
