YearMonth,Value,Type,Model
1986-08-01,118.0,Train,Actual
1986-09-01,99.0,Train,Actual
1986-10-01,85.0,Train,Actual
1986-11-01,107.0,Train,Actual
1986-12-01,141.0,Train,Actual
1987-01-01,58.0,Train,Actual
1987-02-01,65.0,Train,Actual
1987-03-01,70.0,Train,Actual
1987-04-01,86.0,Train,Actual
1987-05-01,93.0,Train,Actual
1987-06-01,74.0,Train,Actual
1987-07-01,87.0,Train,Actual
1987-08-01,73.0,Train,Actual
1987-09-01,101.0,Train,Actual
1987-10-01,100.0,Train,Actual
1987-11-01,96.0,Train,Actual
1987-12-01,157.0,Train,Actual
1988-01-01,63.0,Train,Actual
1988-02-01,115.0,Train,Actual
1988-03-01,70.0,Train,Actual
1988-04-01,66.0,Train,Actual
1988-05-01,67.0,Train,Actual
1988-06-01,83.0,Train,Actual
1988-07-01,79.0,Train,Actual
1988-08-01,77.0,Train,Actual
1988-09-01,102.0,Train,Actual
1988-10-01,116.0,Train,Actual
1988-11-01,100.0,Train,Actual
1988-12-01,135.0,Train,Actual
1989-01-01,71.0,Train,Actual
1989-02-01,60.0,Train,Actual
1989-03-01,89.0,Train,Actual
1989-04-01,74.0,Train,Actual
1989-05-01,73.0,Train,Actual
1989-06-01,91.0,Train,Actual
1989-07-01,86.0,Train,Actual
1989-08-01,74.0,Train,Actual
1989-09-01,87.0,Train,Actual
1989-10-01,87.0,Train,Actual
1989-11-01,109.0,Train,Actual
1989-12-01,137.0,Train,Actual
1990-01-01,43.0,Train,Actual
1990-02-01,69.0,Train,Actual
1990-03-01,73.0,Train,Actual
1990-04-01,77.0,Train,Actual
1990-05-01,69.0,Train,Actual
1990-06-01,76.0,Train,Actual
1990-07-01,78.0,Train,Actual
1990-08-01,70.0,Train,Actual
1990-09-01,83.0,Train,Actual
1990-10-01,65.0,Train,Actual
1990-11-01,110.0,Train,Actual
1990-12-01,132.0,Train,Actual
1991-01-01,54.0,Test,Actual
1991-02-01,55.0,Test,Actual
1991-03-01,66.0,Test,Actual
1991-04-01,65.0,Test,Actual
1991-05-01,60.0,Test,Actual
1991-06-01,65.0,Test,Actual
1991-07-01,96.0,Test,Actual
1991-08-01,55.0,Test,Actual
1991-09-01,71.0,Test,Actual
1991-10-01,63.0,Test,Actual
1991-11-01,74.0,Test,Actual
1991-12-01,106.0,Test,Actual
1992-01-01,34.0,Test,Actual
1992-02-01,47.0,Test,Actual
1992-03-01,56.0,Test,Actual
1992-04-01,53.0,Test,Actual
1992-05-01,53.0,Test,Actual
1992-06-01,55.0,Test,Actual
1992-07-01,67.0,Test,Actual
1992-08-01,52.0,Test,Actual
1992-09-01,46.0,Test,Actual
1992-10-01,51.0,Test,Actual
1992-11-01,58.0,Test,Actual
1992-12-01,91.0,Test,Actual
1993-01-01,33.0,Test,Actual
1993-02-01,40.0,Test,Actual
1993-03-01,46.0,Test,Actual
1993-04-01,45.0,Test,Actual
1993-05-01,41.0,Test,Actual
1993-06-01,55.0,Test,Actual
1993-07-01,57.0,Test,Actual
1993-08-01,54.0,Test,Actual
1993-09-01,46.0,Test,Actual
1993-10-01,52.0,Test,Actual
1993-11-01,48.0,Test,Actual
1993-12-01,77.0,Test,Actual
1994-01-01,30.0,Test,Actual
1994-02-01,35.0,Test,Actual
1994-03-01,42.0,Test,Actual
1994-04-01,48.0,Test,Actual
1994-05-01,44.0,Test,Actual
1994-06-01,45.0,Test,Actual
1994-07-01,46.15319948724262,Test,Actual
1994-08-01,47.21198162286158,Test,Actual
1994-09-01,46.0,Test,Actual
1994-10-01,51.0,Test,Actual
1994-11-01,63.0,Test,Actual
1994-12-01,84.0,Test,Actual
1995-01-01,30.0,Test,Actual
1995-02-01,39.0,Test,Actual
1995-03-01,45.0,Test,Actual
1995-04-01,52.0,Test,Actual
1995-05-01,28.0,Test,Actual
1995-06-01,40.0,Test,Actual
1995-07-01,62.0,Test,Actual
1980-01-01,137.3211437685122,Train,Regression
1980-02-01,136.82676590852566,Train,Regression
1980-03-01,136.33238804853912,Train,Regression
1980-04-01,135.8380101885526,Train,Regression
1980-05-01,135.34363232856606,Train,Regression
1980-06-01,134.84925446857952,Train,Regression
1980-07-01,134.35487660859297,Train,Regression
1980-08-01,133.86049874860643,Train,Regression
1980-09-01,133.3661208886199,Train,Regression
1980-10-01,132.87174302863335,Train,Regression
1980-11-01,132.37736516864683,Train,Regression
1980-12-01,131.8829873086603,Train,Regression
1981-01-01,131.38860944867375,Train,Regression
1981-02-01,130.8942315886872,Train,Regression
1981-03-01,130.39985372870066,Train,Regression
1981-04-01,129.90547586871412,Train,Regression
1981-05-01,129.41109800872758,Train,Regression
1981-06-01,128.91672014874106,Train,Regression
1981-07-01,128.42234228875452,Train,Regression
1981-08-01,127.92796442876798,Train,Regression
1981-09-01,127.43358656878144,Train,Regression
1981-10-01,126.9392087087949,Train,Regression
1981-11-01,126.44483084880837,Train,Regression
1981-12-01,125.95045298882182,Train,Regression
1982-01-01,125.45607512883528,Train,Regression
1982-02-01,124.96169726884875,Train,Regression
1982-03-01,124.46731940886221,Train,Regression
1982-04-01,123.97294154887567,Train,Regression
1982-05-01,123.47856368888912,Train,Regression
1982-06-01,122.9841858289026,Train,Regression
1982-07-01,122.48980796891605,Train,Regression
1982-08-01,121.99543010892951,Train,Regression
1982-09-01,121.50105224894298,Train,Regression
1982-10-01,121.00667438895644,Train,Regression
1982-11-01,120.5122965289699,Train,Regression
1982-12-01,120.01791866898336,Train,Regression
1983-01-01,119.52354080899683,Train,Regression
1983-02-01,119.02916294901028,Train,Regression
1983-03-01,118.53478508902374,Train,Regression
1983-04-01,118.04040722903721,Train,Regression
1983-05-01,117.54602936905067,Train,Regression
1983-06-01,117.05165150906413,Train,Regression
1983-07-01,116.55727364907759,Train,Regression
1983-08-01,116.06289578909106,Train,Regression
1983-09-01,115.56851792910452,Train,Regression
1983-10-01,115.07414006911797,Train,Regression
1983-11-01,114.57976220913145,Train,Regression
1983-12-01,114.0853843491449,Train,Regression
1984-01-01,113.59100648915836,Train,Regression
1984-02-01,113.09662862917182,Train,Regression
1984-03-01,112.60225076918529,Train,Regression
1984-04-01,112.10787290919875,Train,Regression
1984-05-01,111.6134950492122,Train,Regression
1984-06-01,111.11911718922568,Train,Regression
1984-07-01,110.62473932923913,Train,Regression
1984-08-01,110.13036146925259,Train,Regression
1984-09-01,109.63598360926605,Train,Regression
1984-10-01,109.14160574927952,Train,Regression
1984-11-01,108.64722788929298,Train,Regression
1984-12-01,108.15285002930644,Train,Regression
1985-01-01,107.65847216931991,Train,Regression
1985-02-01,107.16409430933336,Train,Regression
1985-03-01,106.66971644934682,Train,Regression
1985-04-01,106.17533858936028,Train,Regression
1985-05-01,105.68096072937375,Train,Regression
1985-06-01,105.18658286938721,Train,Regression
1985-07-01,104.69220500940068,Train,Regression
1985-08-01,104.19782714941414,Train,Regression
1985-09-01,103.7034492894276,Train,Regression
1985-10-01,103.20907142944105,Train,Regression
1985-11-01,102.71469356945451,Train,Regression
1985-12-01,102.22031570946798,Train,Regression
1986-01-01,101.72593784948144,Train,Regression
1986-02-01,101.23155998949491,Train,Regression
1986-03-01,100.73718212950837,Train,Regression
1986-04-01,100.24280426952183,Train,Regression
1986-05-01,99.74842640953528,Train,Regression
1986-06-01,99.25404854954874,Train,Regression
1986-07-01,98.75967068956221,Train,Regression
1986-08-01,98.26529282957567,Train,Regression
1986-09-01,97.77091496958914,Train,Regression
1986-10-01,97.2765371096026,Train,Regression
1986-11-01,96.78215924961606,Train,Regression
1986-12-01,96.28778138962952,Train,Regression
1987-01-01,95.79340352964297,Train,Regression
1987-02-01,95.29902566965644,Train,Regression
1987-03-01,94.8046478096699,Train,Regression
1987-04-01,94.31026994968337,Train,Regression
1987-05-01,93.81589208969683,Train,Regression
1987-06-01,93.32151422971029,Train,Regression
1987-07-01,92.82713636972375,Train,Regression
1987-08-01,92.3327585097372,Train,Regression
1987-09-01,91.83838064975068,Train,Regression
1987-10-01,91.34400278976413,Train,Regression
1987-11-01,90.8496249297776,Train,Regression
1987-12-01,90.35524706979106,Train,Regression
1988-01-01,89.86086920980452,Train,Regression
1988-02-01,89.36649134981798,Train,Regression
1988-03-01,88.87211348983143,Train,Regression
1988-04-01,88.3777356298449,Train,Regression
1988-05-01,87.88335776985836,Train,Regression
1988-06-01,87.38897990987184,Train,Regression
1988-07-01,86.8946020498853,Train,Regression
1988-08-01,86.40022418989875,Train,Regression
1988-09-01,85.90584632991221,Train,Regression
1988-10-01,85.41146846992567,Train,Regression
1988-11-01,84.91709060993914,Train,Regression
1988-12-01,84.4227127499526,Train,Regression
1989-01-01,83.92833488996607,Train,Regression
1989-02-01,83.43395702997952,Train,Regression
1989-03-01,82.93957916999298,Train,Regression
1989-04-01,82.44520131000644,Train,Regression
1989-05-01,81.9508234500199,Train,Regression
1989-06-01,81.45644559003337,Train,Regression
1989-07-01,80.96206773004683,Train,Regression
1989-08-01,80.4676898700603,Train,Regression
1989-09-01,79.97331201007376,Train,Regression
1989-10-01,79.47893415008721,Train,Regression
1989-11-01,78.98455629010067,Train,Regression
1989-12-01,78.49017843011413,Train,Regression
1990-01-01,77.9958005701276,Train,Regression
1990-02-01,77.50142271014107,Train,Regression
1990-03-01,77.00704485015453,Train,Regression
1990-04-01,76.51266699016799,Train,Regression
1990-05-01,76.01828913018144,Train,Regression
1990-06-01,75.5239112701949,Train,Regression
1990-07-01,75.02953341020836,Train,Regression
1990-08-01,74.53515555022183,Train,Regression
1990-09-01,74.0407776902353,Train,Regression
1990-10-01,73.54639983024876,Train,Regression
1990-11-01,73.05202197026222,Train,Regression
1990-12-01,72.55764411027567,Train,Regression
1991-01-01,116.55727364907759,Test,Regression
1991-02-01,116.06289578909106,Test,Regression
1991-03-01,115.56851792910452,Test,Regression
1991-04-01,115.07414006911797,Test,Regression
1991-05-01,114.57976220913145,Test,Regression
1991-06-01,114.0853843491449,Test,Regression
1991-07-01,113.59100648915836,Test,Regression
1991-08-01,113.09662862917182,Test,Regression
1991-09-01,112.60225076918529,Test,Regression
1991-10-01,112.10787290919875,Test,Regression
1991-11-01,111.6134950492122,Test,Regression
1991-12-01,111.11911718922568,Test,Regression
1992-01-01,110.62473932923913,Test,Regression
1992-02-01,110.13036146925259,Test,Regression
1992-03-01,109.63598360926605,Test,Regression
1992-04-01,109.14160574927952,Test,Regression
1992-05-01,108.64722788929298,Test,Regression
1992-06-01,108.15285002930644,Test,Regression
1992-07-01,107.65847216931991,Test,Regression
1992-08-01,107.16409430933336,Test,Regression
1992-09-01,106.66971644934682,Test,Regression
1992-10-01,106.17533858936028,Test,Regression
1992-11-01,105.68096072937375,Test,Regression
1992-12-01,105.18658286938721,Test,Regression
1993-01-01,104.69220500940068,Test,Regression
1993-02-01,104.19782714941414,Test,Regression
1993-03-01,103.7034492894276,Test,Regression
1993-04-01,103.20907142944105,Test,Regression
1993-05-01,102.71469356945451,Test,Regression
1993-06-01,102.22031570946798,Test,Regression
1993-07-01,101.72593784948144,Test,Regression
1993-08-01,101.23155998949491,Test,Regression
1993-09-01,100.73718212950837,Test,Regression
1993-10-01,100.24280426952183,Test,Regression
1993-11-01,99.74842640953528,Test,Regression
1993-12-01,99.25404854954874,Test,Regression
1994-01-01,98.75967068956221,Test,Regression
1994-02-01,98.26529282957567,Test,Regression
1994-03-01,97.77091496958914,Test,Regression
1994-04-01,97.2765371096026,Test,Regression
1994-05-01,96.78215924961606,Test,Regression
1994-06-01,96.28778138962952,Test,Regression
1994-07-01,95.79340352964297,Test,Regression
1994-08-01,95.29902566965644,Test,Regression
1994-09-01,94.8046478096699,Test,Regression
1994-10-01,94.31026994968337,Test,Regression
1994-11-01,93.81589208969683,Test,Regression
1994-12-01,93.32151422971029,Test,Regression
1995-01-01,92.82713636972375,Test,Regression
1995-02-01,92.3327585097372,Test,Regression
1995-03-01,91.83838064975068,Test,Regression
1995-04-01,91.34400278976413,Test,Regression
1995-05-01,90.8496249297776,Test,Regression
1995-06-01,90.35524706979106,Test,Regression
1995-07-01,89.86086920980452,Test,Regression
