YearMonth,Value,Type,Model
1986-08-01,118.0,Train,Actual
1986-09-01,99.0,Train,Actual
1986-10-01,85.0,Train,Actual
1986-11-01,107.0,Train,Actual
1986-12-01,141.0,Train,Actual
1987-01-01,58.0,Train,Actual
1987-02-01,65.0,Train,Actual
1987-03-01,70.0,Train,Actual
1987-04-01,86.0,Train,Actual
1987-05-01,93.0,Train,Actual
1987-06-01,74.0,Train,Actual
1987-07-01,87.0,Train,Actual
1987-08-01,73.0,Train,Actual
1987-09-01,101.0,Train,Actual
1987-10-01,100.0,Train,Actual
1987-11-01,96.0,Train,Actual
1987-12-01,157.0,Train,Actual
1988-01-01,63.0,Train,Actual
1988-02-01,115.0,Train,Actual
1988-03-01,70.0,Train,Actual
1988-04-01,66.0,Train,Actual
1988-05-01,67.0,Train,Actual
1988-06-01,83.0,Train,Actual
1988-07-01,79.0,Train,Actual
1988-08-01,77.0,Train,Actual
1988-09-01,102.0,Train,Actual
1988-10-01,116.0,Train,Actual
1988-11-01,100.0,Train,Actual
1988-12-01,135.0,Train,Actual
1989-01-01,71.0,Train,Actual
1989-02-01,60.0,Train,Actual
1989-03-01,89.0,Train,Actual
1989-04-01,74.0,Train,Actual
1989-05-01,73.0,Train,Actual
1989-06-01,91.0,Train,Actual
1989-07-01,86.0,Train,Actual
1989-08-01,74.0,Train,Actual
1989-09-01,87.0,Train,Actual
1989-10-01,87.0,Train,Actual
1989-11-01,109.0,Train,Actual
1989-12-01,137.0,Train,Actual
1990-01-01,43.0,Train,Actual
1990-02-01,69.0,Train,Actual
1990-03-01,73.0,Train,Actual
1990-04-01,77.0,Train,Actual
1990-05-01,69.0,Train,Actual
1990-06-01,76.0,Train,Actual
1990-07-01,78.0,Train,Actual
1990-08-01,70.0,Train,Actual
1990-09-01,83.0,Train,Actual
1990-10-01,65.0,Train,Actual
1990-11-01,110.0,Train,Actual
1990-12-01,132.0,Train,Actual
1991-01-01,54.0,Test,Actual
1991-02-01,55.0,Test,Actual
1991-03-01,66.0,Test,Actual
1991-04-01,65.0,Test,Actual
1991-05-01,60.0,Test,Actual
1991-06-01,65.0,Test,Actual
1991-07-01,96.0,Test,Actual
1991-08-01,55.0,Test,Actual
1991-09-01,71.0,Test,Actual
1991-10-01,63.0,Test,Actual
1991-11-01,74.0,Test,Actual
1991-12-01,106.0,Test,Actual
1992-01-01,34.0,Test,Actual
1992-02-01,47.0,Test,Actual
1992-03-01,56.0,Test,Actual
1992-04-01,53.0,Test,Actual
1992-05-01,53.0,Test,Actual
1992-06-01,55.0,Test,Actual
1992-07-01,67.0,Test,Actual
1992-08-01,52.0,Test,Actual
1992-09-01,46.0,Test,Actual
1992-10-01,51.0,Test,Actual
1992-11-01,58.0,Test,Actual
1992-12-01,91.0,Test,Actual
1993-01-01,33.0,Test,Actual
1993-02-01,40.0,Test,Actual
1993-03-01,46.0,Test,Actual
1993-04-01,45.0,Test,Actual
1993-05-01,41.0,Test,Actual
1993-06-01,55.0,Test,Actual
1993-07-01,57.0,Test,Actual
1993-08-01,54.0,Test,Actual
1993-09-01,46.0,Test,Actual
1993-10-01,52.0,Test,Actual
1993-11-01,48.0,Test,Actual
1993-12-01,77.0,Test,Actual
1994-01-01,30.0,Test,Actual
1994-02-01,35.0,Test,Actual
1994-03-01,42.0,Test,Actual
1994-04-01,48.0,Test,Actual
1994-05-01,44.0,Test,Actual
1994-06-01,45.0,Test,Actual
1994-07-01,46.15319948724262,Test,Actual
1994-08-01,47.21198162286158,Test,Actual
1994-09-01,46.0,Test,Actual
1994-10-01,51.0,Test,Actual
1994-11-01,63.0,Test,Actual
1994-12-01,84.0,Test,Actual
1995-01-01,30.0,Test,Actual
1995-02-01,39.0,Test,Actual
1995-03-01,45.0,Test,Actual
1995-04-01,52.0,Test,Actual
1995-05-01,28.0,Test,Actual
1995-06-01,40.0,Test,Actual
1995-07-01,62.0,Test,Actual
1980-01-01,0.0,Train,Sarima_3_1_2x3_1_2_12
1980-02-01,80.10883664603573,Train,Sarima_3_1_2x3_1_2_12
1980-03-01,125.91384718961143,Train,Sarima_3_1_2x3_1_2_12
1980-04-01,121.5775177088096,Train,Sarima_3_1_2x3_1_2_12
1980-05-01,116.33196724373282,Train,Sarima_3_1_2x3_1_2_12
1980-06-01,101.79522450663879,Train,Sarima_3_1_2x3_1_2_12
1980-07-01,146.3957978247952,Train,Sarima_3_1_2x3_1_2_12
1980-08-01,150.77914917998856,Train,Sarima_3_1_2x3_1_2_12
1980-09-01,112.81644470953466,Train,Sarima_3_1_2x3_1_2_12
1980-10-01,171.68688526191653,Train,Sarima_3_1_2x3_1_2_12
1980-11-01,187.85669209235425,Train,Sarima_3_1_2x3_1_2_12
1980-12-01,135.33982109372386,Train,Sarima_3_1_2x3_1_2_12
1981-01-01,281.48773153268684,Train,Sarima_3_1_2x3_1_2_12
1981-02-01,271.6265787807938,Train,Sarima_3_1_2x3_1_2_12
1981-03-01,144.62836523432955,Train,Sarima_3_1_2x3_1_2_12
1981-04-01,104.2236193625422,Train,Sarima_3_1_2x3_1_2_12
1981-05-01,111.90390139266823,Train,Sarima_3_1_2x3_1_2_12
1981-06-01,162.14895271527888,Train,Sarima_3_1_2x3_1_2_12
1981-07-01,100.32679686323301,Train,Sarima_3_1_2x3_1_2_12
1981-08-01,110.08007697708551,Train,Sarima_3_1_2x3_1_2_12
1981-09-01,303.4348598317282,Train,Sarima_3_1_2x3_1_2_12
1981-10-01,211.04924887324944,Train,Sarima_3_1_2x3_1_2_12
1981-11-01,76.48422752598799,Train,Sarima_3_1_2x3_1_2_12
1981-12-01,253.27573495698988,Train,Sarima_3_1_2x3_1_2_12
1982-01-01,128.5276040284657,Train,Sarima_3_1_2x3_1_2_12
1982-02-01,94.87676399360772,Train,Sarima_3_1_2x3_1_2_12
1982-03-01,84.81757223296506,Train,Sarima_3_1_2x3_1_2_12
1982-04-01,46.80012231187723,Train,Sarima_3_1_2x3_1_2_12
1982-05-01,66.0113566184549,Train,Sarima_3_1_2x3_1_2_12
1982-06-01,133.60804926082355,Train,Sarima_3_1_2x3_1_2_12
1982-07-01,236.84272150421947,Train,Sarima_3_1_2x3_1_2_12
1982-08-01,187.95906300979195,Train,Sarima_3_1_2x3_1_2_12
1982-09-01,24.4348967410222,Train,Sarima_3_1_2x3_1_2_12
1982-10-01,57.41105223166999,Train,Sarima_3_1_2x3_1_2_12
1982-11-01,134.47276819449797,Train,Sarima_3_1_2x3_1_2_12
1982-12-01,204.0579683687647,Train,Sarima_3_1_2x3_1_2_12
1983-01-01,64.21659986982081,Train,Sarima_3_1_2x3_1_2_12
1983-02-01,25.05857839205298,Train,Sarima_3_1_2x3_1_2_12
1983-03-01,73.09599371189664,Train,Sarima_3_1_2x3_1_2_12
1983-04-01,126.7003152392913,Train,Sarima_3_1_2x3_1_2_12
1983-05-01,151.28425205182793,Train,Sarima_3_1_2x3_1_2_12
1983-06-01,127.69958528166876,Train,Sarima_3_1_2x3_1_2_12
1983-07-01,126.06884267740159,Train,Sarima_3_1_2x3_1_2_12
1983-08-01,123.80627782585358,Train,Sarima_3_1_2x3_1_2_12
1983-09-01,103.04941978654311,Train,Sarima_3_1_2x3_1_2_12
1983-10-01,113.18569033073615,Train,Sarima_3_1_2x3_1_2_12
1983-11-01,131.6899078000017,Train,Sarima_3_1_2x3_1_2_12
1983-12-01,169.93595500228793,Train,Sarima_3_1_2x3_1_2_12
1984-01-01,70.66580107342813,Train,Sarima_3_1_2x3_1_2_12
1984-02-01,94.32968840005405,Train,Sarima_3_1_2x3_1_2_12
1984-03-01,95.97033140072197,Train,Sarima_3_1_2x3_1_2_12
1984-04-01,91.11196059698511,Train,Sarima_3_1_2x3_1_2_12
1984-05-01,108.93068970315278,Train,Sarima_3_1_2x3_1_2_12
1984-06-01,111.52849748416142,Train,Sarima_3_1_2x3_1_2_12
1984-07-01,105.29590104983086,Train,Sarima_3_1_2x3_1_2_12
1984-08-01,115.0933458854785,Train,Sarima_3_1_2x3_1_2_12
1984-09-01,99.77522885126047,Train,Sarima_3_1_2x3_1_2_12
1984-10-01,95.60158329786023,Train,Sarima_3_1_2x3_1_2_12
1984-11-01,132.41293169676166,Train,Sarima_3_1_2x3_1_2_12
1984-12-01,159.7944402993687,Train,Sarima_3_1_2x3_1_2_12
1985-01-01,79.74830873768094,Train,Sarima_3_1_2x3_1_2_12
1985-02-01,78.22088433138126,Train,Sarima_3_1_2x3_1_2_12
1985-03-01,98.58979465944387,Train,Sarima_3_1_2x3_1_2_12
1985-04-01,84.17772080716577,Train,Sarima_3_1_2x3_1_2_12
1985-05-01,102.33055732354657,Train,Sarima_3_1_2x3_1_2_12
1985-06-01,99.0325417038039,Train,Sarima_3_1_2x3_1_2_12
1985-07-01,97.02221827666492,Train,Sarima_3_1_2x3_1_2_12
1985-08-01,126.25966544543017,Train,Sarima_3_1_2x3_1_2_12
1985-09-01,90.51574378556052,Train,Sarima_3_1_2x3_1_2_12
1985-10-01,101.41766028679466,Train,Sarima_3_1_2x3_1_2_12
1985-11-01,128.09160731541618,Train,Sarima_3_1_2x3_1_2_12
1985-12-01,157.61626000101592,Train,Sarima_3_1_2x3_1_2_12
1986-01-01,59.98459606249919,Train,Sarima_3_1_2x3_1_2_12
1986-02-01,76.84333405731957,Train,Sarima_3_1_2x3_1_2_12
1986-03-01,96.0801992159648,Train,Sarima_3_1_2x3_1_2_12
1986-04-01,78.07676264998366,Train,Sarima_3_1_2x3_1_2_12
1986-05-01,92.9037376165441,Train,Sarima_3_1_2x3_1_2_12
1986-06-01,78.09332654323201,Train,Sarima_3_1_2x3_1_2_12
1986-07-01,83.59252736345009,Train,Sarima_3_1_2x3_1_2_12
1986-08-01,105.42730111950759,Train,Sarima_3_1_2x3_1_2_12
1986-09-01,83.10923280951391,Train,Sarima_3_1_2x3_1_2_12
1986-10-01,96.32813284134446,Train,Sarima_3_1_2x3_1_2_12
1986-11-01,115.04015518045321,Train,Sarima_3_1_2x3_1_2_12
1986-12-01,139.2187880069779,Train,Sarima_3_1_2x3_1_2_12
1987-01-01,52.40641125733819,Train,Sarima_3_1_2x3_1_2_12
1987-02-01,64.81400322728872,Train,Sarima_3_1_2x3_1_2_12
1987-03-01,76.3020039983026,Train,Sarima_3_1_2x3_1_2_12
1987-04-01,68.2198729654046,Train,Sarima_3_1_2x3_1_2_12
1987-05-01,82.54292682958592,Train,Sarima_3_1_2x3_1_2_12
1987-06-01,73.10509363882277,Train,Sarima_3_1_2x3_1_2_12
1987-07-01,91.18664555813871,Train,Sarima_3_1_2x3_1_2_12
1987-08-01,105.61794114143588,Train,Sarima_3_1_2x3_1_2_12
1987-09-01,80.75174034694201,Train,Sarima_3_1_2x3_1_2_12
1987-10-01,86.87799025775503,Train,Sarima_3_1_2x3_1_2_12
1987-11-01,106.64969548135204,Train,Sarima_3_1_2x3_1_2_12
1987-12-01,137.95961992160423,Train,Sarima_3_1_2x3_1_2_12
1988-01-01,52.07526790369147,Train,Sarima_3_1_2x3_1_2_12
1988-02-01,60.776072123004454,Train,Sarima_3_1_2x3_1_2_12
1988-03-01,82.0338563208735,Train,Sarima_3_1_2x3_1_2_12
1988-04-01,67.73184976442056,Train,Sarima_3_1_2x3_1_2_12
1988-05-01,90.67841852564837,Train,Sarima_3_1_2x3_1_2_12
1988-06-01,64.66954664809982,Train,Sarima_3_1_2x3_1_2_12
1988-07-01,90.85943000795396,Train,Sarima_3_1_2x3_1_2_12
1988-08-01,83.30677781231691,Train,Sarima_3_1_2x3_1_2_12
1988-09-01,90.60591958793822,Train,Sarima_3_1_2x3_1_2_12
1988-10-01,82.19760764257639,Train,Sarima_3_1_2x3_1_2_12
1988-11-01,111.0054963674344,Train,Sarima_3_1_2x3_1_2_12
1988-12-01,134.40353166220007,Train,Sarima_3_1_2x3_1_2_12
1989-01-01,58.4003949981571,Train,Sarima_3_1_2x3_1_2_12
1989-02-01,70.89419085006838,Train,Sarima_3_1_2x3_1_2_12
1989-03-01,73.96302275124152,Train,Sarima_3_1_2x3_1_2_12
1989-04-01,65.18921222666592,Train,Sarima_3_1_2x3_1_2_12
1989-05-01,75.96243232893279,Train,Sarima_3_1_2x3_1_2_12
1989-06-01,72.61471770398333,Train,Sarima_3_1_2x3_1_2_12
1989-07-01,82.23496399096996,Train,Sarima_3_1_2x3_1_2_12
1989-08-01,87.87196942815703,Train,Sarima_3_1_2x3_1_2_12
1989-09-01,85.840428447382,Train,Sarima_3_1_2x3_1_2_12
1989-10-01,91.0741919934386,Train,Sarima_3_1_2x3_1_2_12
1989-11-01,100.96062841323952,Train,Sarima_3_1_2x3_1_2_12
1989-12-01,134.92986981473342,Train,Sarima_3_1_2x3_1_2_12
1990-01-01,52.66487023984578,Train,Sarima_3_1_2x3_1_2_12
1990-02-01,61.13119362074678,Train,Sarima_3_1_2x3_1_2_12
1990-03-01,74.94650721864609,Train,Sarima_3_1_2x3_1_2_12
1990-04-01,64.19755197693141,Train,Sarima_3_1_2x3_1_2_12
1990-05-01,75.9302704448667,Train,Sarima_3_1_2x3_1_2_12
1990-06-01,70.72215732866933,Train,Sarima_3_1_2x3_1_2_12
1990-07-01,81.69257891703359,Train,Sarima_3_1_2x3_1_2_12
1990-08-01,80.23429884622755,Train,Sarima_3_1_2x3_1_2_12
1990-09-01,81.36061519606783,Train,Sarima_3_1_2x3_1_2_12
1990-10-01,81.24821534115499,Train,Sarima_3_1_2x3_1_2_12
1990-11-01,99.28300798593068,Train,Sarima_3_1_2x3_1_2_12
1990-12-01,132.5777407964679,Train,Sarima_3_1_2x3_1_2_12
1991-01-01,42.12790583905283,Test,Sarima_3_1_2x3_1_2_12
1991-02-01,62.52674912632328,Test,Sarima_3_1_2x3_1_2_12
1991-03-01,65.95585806303285,Test,Sarima_3_1_2x3_1_2_12
1991-04-01,64.35267154859864,Test,Sarima_3_1_2x3_1_2_12
1991-05-01,67.17115375192805,Test,Sarima_3_1_2x3_1_2_12
1991-06-01,68.04329008860287,Test,Sarima_3_1_2x3_1_2_12
1991-07-01,72.47828301094668,Test,Sarima_3_1_2x3_1_2_12
1991-08-01,77.87094703152626,Test,Sarima_3_1_2x3_1_2_12
1991-09-01,75.40015641149978,Test,Sarima_3_1_2x3_1_2_12
1991-10-01,74.3402787984268,Test,Sarima_3_1_2x3_1_2_12
1991-11-01,97.50631782924154,Test,Sarima_3_1_2x3_1_2_12
1991-12-01,126.81830879815247,Test,Sarima_3_1_2x3_1_2_12
1992-01-01,40.40911176747327,Test,Sarima_3_1_2x3_1_2_12
1992-02-01,55.98658091704552,Test,Sarima_3_1_2x3_1_2_12
1992-03-01,62.935004680237974,Test,Sarima_3_1_2x3_1_2_12
1992-04-01,57.67224868932224,Test,Sarima_3_1_2x3_1_2_12
1992-05-01,64.32275234462567,Test,Sarima_3_1_2x3_1_2_12
1992-06-01,62.71074459825981,Test,Sarima_3_1_2x3_1_2_12
1992-07-01,68.77085294249106,Test,Sarima_3_1_2x3_1_2_12
1992-08-01,75.09386341112503,Test,Sarima_3_1_2x3_1_2_12
1992-09-01,71.03611636677621,Test,Sarima_3_1_2x3_1_2_12
1992-10-01,72.12630264057142,Test,Sarima_3_1_2x3_1_2_12
1992-11-01,92.24140157392858,Test,Sarima_3_1_2x3_1_2_12
1992-12-01,122.32283034373617,Test,Sarima_3_1_2x3_1_2_12
1993-01-01,36.65939459244119,Test,Sarima_3_1_2x3_1_2_12
1993-02-01,51.41658661221711,Test,Sarima_3_1_2x3_1_2_12
1993-03-01,59.034754196794196,Test,Sarima_3_1_2x3_1_2_12
1993-04-01,53.14060435807994,Test,Sarima_3_1_2x3_1_2_12
1993-05-01,60.38307243297098,Test,Sarima_3_1_2x3_1_2_12
1993-06-01,58.307333953202935,Test,Sarima_3_1_2x3_1_2_12
1993-07-01,64.71276101569688,Test,Sarima_3_1_2x3_1_2_12
1993-08-01,70.94001986154338,Test,Sarima_3_1_2x3_1_2_12
1993-09-01,66.91382823115381,Test,Sarima_3_1_2x3_1_2_12
1993-10-01,68.01554167983716,Test,Sarima_3_1_2x3_1_2_12
1993-11-01,88.03352268508587,Test,Sarima_3_1_2x3_1_2_12
1993-12-01,118.08438337626102,Test,Sarima_3_1_2x3_1_2_12
1994-01-01,32.5560453201175,Test,Sarima_3_1_2x3_1_2_12
1994-02-01,47.17554761624607,Test,Sarima_3_1_2x3_1_2_12
1994-03-01,54.89608117880036,Test,Sarima_3_1_2x3_1_2_12
1994-04-01,48.906898306972195,Test,Sarima_3_1_2x3_1_2_12
1994-05-01,56.240169218086116,Test,Sarima_3_1_2x3_1_2_12
1994-06-01,54.10294908255037,Test,Sarima_3_1_2x3_1_2_12
1994-07-01,60.55158369213089,Test,Sarima_3_1_2x3_1_2_12
1994-08-01,66.7813032279914,Test,Sarima_3_1_2x3_1_2_12
1994-09-01,62.738161050022626,Test,Sarima_3_1_2x3_1_2_12
1994-10-01,63.8696240254211,Test,Sarima_3_1_2x3_1_2_12
1994-11-01,83.84076430308873,Test,Sarima_3_1_2x3_1_2_12
1994-12-01,113.89985756377732,Test,Sarima_3_1_2x3_1_2_12
1995-01-01,28.387701987240227,Test,Sarima_3_1_2x3_1_2_12
1995-02-01,42.99100445407337,Test,Sarima_3_1_2x3_1_2_12
1995-03-01,50.725182292280444,Test,Sarima_3_1_2x3_1_2_12
1995-04-01,44.723712764607505,Test,Sarima_3_1_2x3_1_2_12
1995-05-01,52.06792356229885,Test,Sarima_3_1_2x3_1_2_12
1995-06-01,49.92161354256395,Test,Sarima_3_1_2x3_1_2_12
1995-07-01,56.377292934650264,Test,Sarima_3_1_2x3_1_2_12
