YearMonth,Value,Type,Model
1986-08-01,118.0,Train,Actual
1986-09-01,99.0,Train,Actual
1986-10-01,85.0,Train,Actual
1986-11-01,107.0,Train,Actual
1986-12-01,141.0,Train,Actual
1987-01-01,58.0,Train,Actual
1987-02-01,65.0,Train,Actual
1987-03-01,70.0,Train,Actual
1987-04-01,86.0,Train,Actual
1987-05-01,93.0,Train,Actual
1987-06-01,74.0,Train,Actual
1987-07-01,87.0,Train,Actual
1987-08-01,73.0,Train,Actual
1987-09-01,101.0,Train,Actual
1987-10-01,100.0,Train,Actual
1987-11-01,96.0,Train,Actual
1987-12-01,157.0,Train,Actual
1988-01-01,63.0,Train,Actual
1988-02-01,115.0,Train,Actual
1988-03-01,70.0,Train,Actual
1988-04-01,66.0,Train,Actual
1988-05-01,67.0,Train,Actual
1988-06-01,83.0,Train,Actual
1988-07-01,79.0,Train,Actual
1988-08-01,77.0,Train,Actual
1988-09-01,102.0,Train,Actual
1988-10-01,116.0,Train,Actual
1988-11-01,100.0,Train,Actual
1988-12-01,135.0,Train,Actual
1989-01-01,71.0,Train,Actual
1989-02-01,60.0,Train,Actual
1989-03-01,89.0,Train,Actual
1989-04-01,74.0,Train,Actual
1989-05-01,73.0,Train,Actual
1989-06-01,91.0,Train,Actual
1989-07-01,86.0,Train,Actual
1989-08-01,74.0,Train,Actual
1989-09-01,87.0,Train,Actual
1989-10-01,87.0,Train,Actual
1989-11-01,109.0,Train,Actual
1989-12-01,137.0,Train,Actual
1990-01-01,43.0,Train,Actual
1990-02-01,69.0,Train,Actual
1990-03-01,73.0,Train,Actual
1990-04-01,77.0,Train,Actual
1990-05-01,69.0,Train,Actual
1990-06-01,76.0,Train,Actual
1990-07-01,78.0,Train,Actual
1990-08-01,70.0,Train,Actual
1990-09-01,83.0,Train,Actual
1990-10-01,65.0,Train,Actual
1990-11-01,110.0,Train,Actual
1990-12-01,132.0,Train,Actual
1991-01-01,54.0,Test,Actual
1991-02-01,55.0,Test,Actual
1991-03-01,66.0,Test,Actual
1991-04-01,65.0,Test,Actual
1991-05-01,60.0,Test,Actual
1991-06-01,65.0,Test,Actual
1991-07-01,96.0,Test,Actual
1991-08-01,55.0,Test,Actual
1991-09-01,71.0,Test,Actual
1991-10-01,63.0,Test,Actual
1991-11-01,74.0,Test,Actual
1991-12-01,106.0,Test,Actual
1992-01-01,34.0,Test,Actual
1992-02-01,47.0,Test,Actual
1992-03-01,56.0,Test,Actual
1992-04-01,53.0,Test,Actual
1992-05-01,53.0,Test,Actual
1992-06-01,55.0,Test,Actual
1992-07-01,67.0,Test,Actual
1992-08-01,52.0,Test,Actual
1992-09-01,46.0,Test,Actual
1992-10-01,51.0,Test,Actual
1992-11-01,58.0,Test,Actual
1992-12-01,91.0,Test,Actual
1993-01-01,33.0,Test,Actual
1993-02-01,40.0,Test,Actual
1993-03-01,46.0,Test,Actual
1993-04-01,45.0,Test,Actual
1993-05-01,41.0,Test,Actual
1993-06-01,55.0,Test,Actual
1993-07-01,57.0,Test,Actual
1993-08-01,54.0,Test,Actual
1993-09-01,46.0,Test,Actual
1993-10-01,52.0,Test,Actual
1993-11-01,48.0,Test,Actual
1993-12-01,77.0,Test,Actual
1994-01-01,30.0,Test,Actual
1994-02-01,35.0,Test,Actual
1994-03-01,42.0,Test,Actual
1994-04-01,48.0,Test,Actual
1994-05-01,44.0,Test,Actual
1994-06-01,45.0,Test,Actual
1994-07-01,46.15319948724262,Test,Actual
1994-08-01,47.21198162286158,Test,Actual
1994-09-01,46.0,Test,Actual
1994-10-01,51.0,Test,Actual
1994-11-01,63.0,Test,Actual
1994-12-01,84.0,Test,Actual
1995-01-01,30.0,Test,Actual
1995-02-01,39.0,Test,Actual
1995-03-01,45.0,Test,Actual
1995-04-01,52.0,Test,Actual
1995-05-01,28.0,Test,Actual
1995-06-01,40.0,Test,Actual
1995-07-01,62.0,Test,Actual
1980-01-01,115.07963728069721,Train,Tes_auto
1980-02-01,126.59058918255569,Train,Tes_auto
1980-03-01,133.31814897050504,Train,Tes_auto
1980-04-01,121.73341718111469,Train,Tes_auto
1980-05-01,128.00684077722505,Train,Tes_auto
1980-06-01,131.83513648258048,Train,Tes_auto
1980-07-01,144.3945303830646,Train,Tes_auto
1980-08-01,147.6415155302058,Train,Tes_auto
1980-09-01,141.4101644552757,Train,Tes_auto
1980-10-01,144.6053538611869,Train,Tes_auto
1980-11-01,162.3542459940383,Train,Tes_auto
1980-12-01,202.98713144735137,Train,Tes_auto
1981-01-01,113.63550087881504,Train,Tes_auto
1981-02-01,126.51485699542228,Train,Tes_auto
1981-03-01,134.2237651871876,Train,Tes_auto
1981-04-01,122.11577525559295,Train,Tes_auto
1981-05-01,128.17811363817472,Train,Tes_auto
1981-06-01,130.75078526675037,Train,Tes_auto
1981-07-01,139.77351381998724,Train,Tes_auto
1981-08-01,152.64469892285413,Train,Tes_auto
1981-09-01,153.50134410510904,Train,Tes_auto
1981-10-01,147.91671025973483,Train,Tes_auto
1981-11-01,164.84058382183275,Train,Tes_auto
1981-12-01,205.6075850095748,Train,Tes_auto
1982-01-01,112.39103050158582,Train,Tes_auto
1982-02-01,122.10232230153673,Train,Tes_auto
1982-03-01,125.59481551226334,Train,Tes_auto
1982-04-01,110.53003442529763,Train,Tes_auto
1982-05-01,117.61890975177944,Train,Tes_auto
1982-06-01,123.34225055375913,Train,Tes_auto
1982-07-01,132.48978018280428,Train,Tes_auto
1982-08-01,136.70296413488478,Train,Tes_auto
1982-09-01,130.37756502084218,Train,Tes_auto
1982-10-01,125.77853670152328,Train,Tes_auto
1982-11-01,142.09442856885488,Train,Tes_auto
1982-12-01,183.10474866577684,Train,Tes_auto
1983-01-01,86.83162544357492,Train,Tes_auto
1983-02-01,97.56712074638021,Train,Tes_auto
1983-03-01,105.98022601967182,Train,Tes_auto
1983-04-01,95.5772806058337,Train,Tes_auto
1983-05-01,102.92778019323434,Train,Tes_auto
1983-06-01,107.64911573098632,Train,Tes_auto
1983-07-01,117.03526647463902,Train,Tes_auto
1983-08-01,121.90894627522239,Train,Tes_auto
1983-09-01,117.51457296407527,Train,Tes_auto
1983-10-01,113.96664701186799,Train,Tes_auto
1983-11-01,129.82285425647171,Train,Tes_auto
1983-12-01,172.00908200875492,Train,Tes_auto
1984-01-01,76.27605605894927,Train,Tes_auto
1984-02-01,89.09865675813033,Train,Tes_auto
1984-03-01,96.22421738613964,Train,Tes_auto
1984-04-01,86.41987784112021,Train,Tes_auto
1984-05-01,94.75896212963913,Train,Tes_auto
1984-06-01,99.31804857721588,Train,Tes_auto
1984-07-01,107.58168779597435,Train,Tes_auto
1984-08-01,111.34371101898202,Train,Tes_auto
1984-09-01,109.48031692886572,Train,Tes_auto
1984-10-01,105.75821922263214,Train,Tes_auto
1984-11-01,123.49356695264697,Train,Tes_auto
1984-12-01,166.59500549523253,Train,Tes_auto
1985-01-01,70.89866816508096,Train,Tes_auto
1985-02-01,81.80543020744307,Train,Tes_auto
1985-03-01,89.3113856438094,Train,Tes_auto
1985-04-01,81.18278878815681,Train,Tes_auto
1985-05-01,90.51751826015834,Train,Tes_auto
1985-06-01,96.95867053271733,Train,Tes_auto
1985-07-01,104.36811710687438,Train,Tes_auto
1985-08-01,108.41487387282245,Train,Tes_auto
1985-09-01,103.35544926370125,Train,Tes_auto
1985-10-01,99.73301874597162,Train,Tes_auto
1985-11-01,118.00222019965369,Train,Tes_auto
1985-12-01,160.1725555053637,Train,Tes_auto
1986-01-01,62.387165218946976,Train,Tes_auto
1986-02-01,73.6936621176776,Train,Tes_auto
1986-03-01,80.41208928498872,Train,Tes_auto
1986-04-01,68.0216027462747,Train,Tes_auto
1986-05-01,76.5731825517015,Train,Tes_auto
1986-06-01,81.41454015308486,Train,Tes_auto
1986-07-01,89.49242292460971,Train,Tes_auto
1986-08-01,96.89509796315427,Train,Tes_auto
1986-09-01,94.18541776088513,Train,Tes_auto
1986-10-01,92.17291524712884,Train,Tes_auto
1986-11-01,109.07408815601678,Train,Tes_auto
1986-12-01,150.61783135804282,Train,Tes_auto
1987-01-01,54.74226461911493,Train,Tes_auto
1987-02-01,66.81472978625924,Train,Tes_auto
1987-03-01,74.14265428966854,Train,Tes_auto
1987-04-01,62.57347193953911,Train,Tes_auto
1987-05-01,72.9368272726841,Train,Tes_auto
1987-06-01,79.60663774485528,Train,Tes_auto
1987-07-01,88.46493131209493,Train,Tes_auto
1987-08-01,93.92076566601733,Train,Tes_auto
1987-09-01,87.48746509963229,Train,Tes_auto
1987-10-01,86.24563145149754,Train,Tes_auto
1987-11-01,105.00103450987424,Train,Tes_auto
1987-12-01,145.931026166375,Train,Tes_auto
1988-01-01,51.88838233600919,Train,Tes_auto
1988-02-01,64.65672879678367,Train,Tes_auto
1988-03-01,76.60603364349095,Train,Tes_auto
1988-04-01,64.81858731261332,Train,Tes_auto
1988-05-01,73.21094803382398,Train,Tes_auto
1988-06-01,77.55277999992708,Train,Tes_auto
1988-07-01,87.39048381930299,Train,Tes_auto
1988-08-01,92.23269012736235,Train,Tes_auto
1988-09-01,86.30337284229303,Train,Tes_auto
1988-10-01,85.25505736652947,Train,Tes_auto
1988-11-01,105.51588439837205,Train,Tes_auto
1988-12-01,146.75467247945195,Train,Tes_auto
1989-01-01,50.689774183181235,Train,Tes_auto
1989-02-01,64.27314932789186,Train,Tes_auto
1989-03-01,71.38324930716745,Train,Tes_auto
1989-04-01,61.74202593860046,Train,Tes_auto
1989-05-01,71.11580853246925,Train,Tes_auto
1989-06-01,76.17489802106384,Train,Tes_auto
1989-07-01,86.84351480904886,Train,Tes_auto
1989-08-01,92.35440882702453,Train,Tes_auto
1989-09-01,86.148496404829,Train,Tes_auto
1989-10-01,83.78485133582487,Train,Tes_auto
1989-11-01,101.6064428469191,Train,Tes_auto
1989-12-01,143.98905236089624,Train,Tes_auto
1990-01-01,48.346404586534376,Train,Tes_auto
1990-02-01,59.65651301910145,Train,Tes_auto
1990-03-01,67.97309434707725,Train,Tes_auto
1990-04-01,57.21636690839936,Train,Tes_auto
1990-05-01,67.25694907381516,Train,Tes_auto
1990-06-01,72.3035330194242,Train,Tes_auto
1990-07-01,81.98611403047173,Train,Tes_auto
1990-08-01,87.21856282445036,Train,Tes_auto
1990-09-01,81.11329030964649,Train,Tes_auto
1990-10-01,78.84136810211677,Train,Tes_auto
1990-11-01,95.15169288876774,Train,Tes_auto
1990-12-01,138.19481918381837,Train,Tes_auto
1991-01-01,42.62254323205158,Test,Tes_auto
1991-02-01,54.4063617109166,Test,Tes_auto
1991-03-01,61.895077586761694,Test,Tes_auto
1991-04-01,50.69294881882822,Test,Tes_auto
1991-05-01,58.98063226584802,Test,Tes_auto
1991-06-01,63.8727758353916,Test,Tes_auto
1991-07-01,73.22783701209707,Test,Tes_auto
1991-08-01,78.81346937670908,Test,Tes_auto
1991-09-01,74.23382143085328,Test,Tes_auto
1991-10-01,71.79473018096947,Test,Tes_auto
1991-11-01,89.33144833504244,Test,Tes_auto
1991-12-01,131.05896296336243,Test,Tes_auto
1992-01-01,36.035569542813775,Test,Tes_auto
1992-02-01,47.81938802167879,Test,Tes_auto
1992-03-01,55.308103897523885,Test,Tes_auto
1992-04-01,44.10597512959042,Test,Tes_auto
1992-05-01,52.393658576610235,Test,Tes_auto
1992-06-01,57.285802146153806,Test,Tes_auto
1992-07-01,66.64086332285927,Test,Tes_auto
1992-08-01,72.22649568747129,Test,Tes_auto
1992-09-01,67.64684774161549,Test,Tes_auto
1992-10-01,65.20775649173167,Test,Tes_auto
1992-11-01,82.74447464580466,Test,Tes_auto
1992-12-01,124.4719892741246,Test,Tes_auto
1993-01-01,29.448595853575974,Test,Tes_auto
1993-02-01,41.232414332440996,Test,Tes_auto
1993-03-01,48.721130208286084,Test,Tes_auto
1993-04-01,37.51900144035261,Test,Tes_auto
1993-05-01,45.806684887372434,Test,Tes_auto
1993-06-01,50.698828456916,Test,Tes_auto
1993-07-01,60.053889633621466,Test,Tes_auto
1993-08-01,65.63952199823346,Test,Tes_auto
1993-09-01,61.059874052377694,Test,Tes_auto
1993-10-01,58.62078280249386,Test,Tes_auto
1993-11-01,76.15750095656685,Test,Tes_auto
1993-12-01,117.88501558488679,Test,Tes_auto
1994-01-01,22.861622164338172,Test,Tes_auto
1994-02-01,34.645440643203194,Test,Tes_auto
1994-03-01,42.13415651904828,Test,Tes_auto
1994-04-01,30.932027751114816,Test,Tes_auto
1994-05-01,39.21971119813463,Test,Tes_auto
1994-06-01,44.1118547676782,Test,Tes_auto
1994-07-01,53.46691594438366,Test,Tes_auto
1994-08-01,59.052548308995675,Test,Tes_auto
1994-09-01,54.47290036313989,Test,Tes_auto
1994-10-01,52.03380911325607,Test,Tes_auto
1994-11-01,69.57052726732904,Test,Tes_auto
1994-12-01,111.29804189564899,Test,Tes_auto
1995-01-01,16.274648475100374,Test,Tes_auto
1995-02-01,28.058466953965393,Test,Tes_auto
1995-03-01,35.54718282981048,Test,Tes_auto
1995-04-01,24.34505406187702,Test,Tes_auto
1995-05-01,32.63273750889683,Test,Tes_auto
1995-06-01,37.5248810784404,Test,Tes_auto
1995-07-01,46.87994225514586,Test,Tes_auto
