YearMonth,Actual,Best_ses,Simple_exponential_smoothing,Sarima_3_1_2x3_1_2_12,Tes_auto,Simple_average,Arima_2_1_1,MovingAverage_2,Arima_1_1_2,Tes_optimized,Double_exponential_smoothing,Regression,MovingAverage_9,Naive model,MovingAverage_4,Arima_auto,MovingAverage_6,Best_des,Sarima
1985-04-01,1589.0,2048.580104944664,2254.817349129324,1798.95016746538,1812.9581815086815,2403.780303030303,1623.1548638154854,1717.5,1623.1548638154854,1623.1548638154854,1968.161912615093,2389.198656773787,2650.777777777778,6047,1722.0,,2739.1666666666665,2523.1837675010447,1777.4597742340875
1985-05-01,1896.0,2039.3885028457703,2228.4943376521182,1577.888655467231,1563.8491718242678,2403.780303030303,1343.012667369686,1742.5,1343.012667369686,1343.012667369686,1749.5697914554264,2395.0313152763933,2510.4444444444443,6047,1753.25,,2343.0,2442.0537364805923,1565.3921907641006
1985-06-01,1379.0,2036.520732788855,2215.349212675174,1577.799119370707,1493.648442478382,2403.780303030303,1557.3658624078523,1637.5,1557.3658624078523,1557.3658624078523,1871.5069425880329,2400.863973779,2468.222222222222,6047,1677.5,,1693.8333333333333,2394.2761711973794,1546.187915052879
1985-07-01,1645.0,2023.3703181330775,2182.2842438019693,1735.579299574871,1792.6606430711054,2403.780303030303,1834.622580590738,1512.0,1834.622580590738,1834.622580590738,1579.478978270234,2406.696632281606,2372.777777777778,6047,1627.25,,1672.8333333333333,2289.423600730514,1763.9452495500595
1985-08-01,2512.0,2015.802911770416,2161.0427736981705,2802.249497147922,2785.348405270552,2403.780303030303,2712.910342990614,2078.5,2712.910342990614,2712.910342990614,1648.9953540551887,2412.529290784212,2177.1111111111118,6047,1858.0,,1811.1666666666667,2215.21205130303,2883.4694154698936
1985-09-01,1771.0,2025.726853535008,2174.9178268310334,1864.704936784763,1944.8725408416788,2403.780303030303,1609.223392328051,2141.5,1609.223392328051,1609.223392328051,2235.198543218872,2418.361949286819,1787.888888888889,6047,1826.75,,1798.6666666666667,2238.089536305264,1875.5654638642368
1985-10-01,3727.0,2020.632316464308,2158.9489825144574,2562.501425131526,2542.1286909359096,2403.780303030303,2362.5678981429305,2749.0,2362.5678981429305,2362.5678981429305,1961.5114905107648,2424.194607789425,2005.2222222222224,6047,2413.75,,2155.0,2179.908377444222,2624.937478990397
1985-11-01,4388.0,2054.7596701350217,2220.9416971592345,4327.468580800392,4071.721571306596,2403.780303030303,4631.679178905731,4057.5,4631.679178905731,4631.679178905731,3132.430775932181,2430.027266292031,2305.8888888888887,6047,3099.5,,2570.333333333333,2338.616250694842,4482.639273514158
1985-12-01,5434.0,2101.424476732321,2306.616095178521,5075.666643586968,5178.9506209879255,2403.780303030303,5653.067738644003,4911.0,5653.067738644003,5653.067738644003,3972.975163782408,2435.8599247946377,2704.555555555556,6047,3830.0,,3246.1666666666665,2568.047174113452,5293.274226337167
1986-01-01,1606.0,2168.0759871976747,2430.256854206347,1938.6586874552756,1838.3171086672824,2403.780303030303,2271.889146084259,3520.0,2271.889146084259,2271.889146084259,4946.633514489155,2441.692583297244,2706.4444444444443,6047,3788.75,,3239.6666666666665,2907.794533449066,1949.212949591271
1986-02-01,1523.0,2156.834467453721,2397.6699553191197,1570.2777079587288,1717.9870360893633,2403.780303030303,1880.5133197709488,1564.5,1880.5133197709488,1880.5133197709488,2809.314439669452,2447.52524179985,2665.0,6047,3237.75,,3074.833333333333,2817.749211516628,1583.029935024821
1986-03-01,1577.0,2144.1577781046467,2363.0899803413868,2038.5430511392428,2025.468652446316,2403.780303030303,1994.8420692700013,1550.0,1994.8420692700013,1994.8420692700013,2002.9814117124504,2453.357900302456,2687.0,6047,2535.0,,3042.5,2715.4609296622675,2094.3167841092454
1986-04-01,1605.0,2132.814622542553,2332.012004374402,1539.5858233047063,1733.014349888572,2403.780303030303,1453.2641483197822,1591.0,1453.2641483197822,1453.2641483197822,1754.0551030434,2459.1905588050627,2682.555555555556,6047,1577.75,,2688.833333333333,2617.4168666967203,1595.6444684894125
1986-05-01,1765.0,2122.258330091702,2303.2696693177395,1938.8879097712008,1755.3718317253715,2403.780303030303,1464.630436476465,1685.0,1464.630436476465,1464.630436476465,1684.5483681715932,2465.023217307669,2599.555555555556,6047,1617.5,,2251.6666666666665,2521.853041360761,1795.7945376749992
1986-06-01,1403.0,2115.1131634898684,2281.9892405307587,1359.0324707847672,1446.8852486028356,2403.780303030303,1185.9470518562694,1584.0,1185.9470518562694,1185.9470518562694,1763.7382333166086,2470.855875810275,2558.6666666666665,6047,1587.5,,1579.8333333333333,2444.27706814479,1374.3103083622957
1986-07-01,2584.0,2100.870900220071,2247.2385031144263,1797.2879828579603,1736.0686760700742,2403.780303030303,1641.5368925348237,1993.5,1641.5368925348237,1641.5368925348237,1557.082748670092,2476.688534312881,2431.6666666666665,6047,1839.25,,1742.8333333333333,2327.845921568968,1810.15702400092
1986-08-01,3318.0,2110.533482215669,2260.5523297354835,2776.0928470510944,2751.039486229149,2403.780303030303,3236.291651704125,2951.0,3236.291651704125,3236.291651704125,2249.484333860264,2482.521192815488,2312.777777777778,6047,2267.5,,2042.0,2343.7194304350382,2842.309149793996
1986-09-01,1562.0,2134.682812571356,2302.3584004203594,2039.2685768943384,2026.8001787107155,2403.780303030303,2616.320888344223,2440.0,2616.320888344223,2616.320888344223,2968.83738455652,2488.353851318094,1882.555555555556,6047,2216.75,,2039.5,2441.148394110152,2103.6946121093592
1986-10-01,2349.0,2123.2291563199287,2273.0884171479265,3226.97091991421,3244.13894503043,2403.780303030303,3257.596280817031,1955.5,3257.596280817031,3257.596280817031,2084.417967811268,2494.1865098207004,1965.111111111111,6047,2453.25,,2163.5,2344.442977476652,3251.6854232948544
1986-11-01,3987.0,2127.74457319353,2276.0895727490547,4111.001859693313,4191.032755151658,2403.780303030303,3420.912037528512,3168.0,3420.912037528512,3420.912037528512,2282.905266683489,2500.0191683233065,2238.8888888888887,6047,2804.0,,2533.833333333333,2336.1536727317352,4284.881240604324
1986-12-01,5891.0,2164.929681729659,2343.730217547348,5311.772389514641,5226.462459408154,2403.780303030303,4652.456994857518,4939.0,4652.456994857518,4652.456994857518,3414.047742138188,2505.8518268259127,2718.222222222222,6047,3447.25,,3281.833333333333,2509.0017617339936,5500.226463679861
1987-01-01,1389.0,2239.451088095066,2483.971115923383,1951.2762107231129,1688.4996210109316,2403.780303030303,1835.4250735803207,3640.0,1835.4250735803207,1835.4250735803207,5045.921868284947,2511.6844853285197,2694.222222222222,6047,3404.0,,3082.6666666666665,2888.785024218686,1749.316154097458
1987-02-01,1442.0,2222.442066333165,2440.6815601775747,1534.2514588224742,1580.3392522070185,2403.780303030303,1724.121087285301,1415.5,1724.121087285301,1724.121087285301,2703.680690152581,2517.5171438311254,2658.333333333333,6047,3177.25,,2770.0,2765.3921102127224,1442.6318138620843
1987-03-01,1548.0,2206.833225006502,2401.1988008217168,1929.5485020708456,1772.3359736835907,2403.780303030303,1910.3127613414008,1495.0,1910.3127613414008,1910.3127613414008,1913.307781191088,2523.3498023337315,2674.4444444444443,6047,2567.5,,2767.6666666666665,2646.404566505228,1856.2745353202797
1987-04-01,1935.0,2193.656560506372,2367.467685440393,1543.464203317459,1650.1945925457371,2403.780303030303,1690.9583670387035,1741.5,1690.9583670387035,1690.9583670387035,1703.6917026738563,2529.1824608363377,2602.333333333333,6047,1578.5,,2698.6666666666665,2538.93173150343,1556.6677552775984
1987-05-01,1518.0,2188.483429296244,2350.370125783447,1985.0871191029617,1771.7313282772736,2403.780303030303,1888.404602068549,1726.5,1888.404602068549,1888.404602068549,1880.6210666702573,2535.0151193389443,2402.333333333333,6047,1610.75,,2287.1666666666665,2474.866862686778,1802.234792872871
1987-06-01,1250.0,2175.073760710319,2317.4624696478218,1289.480462686588,1416.228298774403,2403.780303030303,1220.864935156873,1384.0,1220.864935156873,1220.864935156873,1672.745700967778,2540.8477778415504,2367.6666666666665,6047,1562.75,,1513.6666666666667,2365.939812124924,1257.1039604779546
1987-07-01,1847.0,2156.5722854961127,2275.260465033838,2344.2976075448523,2118.046065985264,2403.780303030303,1824.3296620750968,1548.5,1824.3296620750968,1824.3296620750968,1425.9157978209396,2546.680436344157,2311.8888888888887,6047,1637.5,,1590.0,2229.9460684980054,2234.106078675184
1987-08-01,1930.0,2150.3808397861903,2258.3292373464533,3023.713214452675,2907.84597657112,2403.780303030303,2428.5869815368933,1888.5,2428.5869815368933,2428.5869815368933,1725.8002978943125,2552.513094846763,2083.333333333333,6047,1636.25,,1671.3333333333333,2163.4222385487983,2884.3714573885086
1987-09-01,2638.0,2145.973222990466,2245.3487791257794,1591.3686545947237,1567.574301305836,2403.780303030303,790.7134078600047,2284.0,790.7134078600047,790.7134078600047,1885.1660991361584,2558.3457533493693,1721.888888888889,6047,1916.25,,1853.0,2109.5165692090245,1527.5611564337246
1987-10-01,3114.0,2155.813758530657,2260.872199485923,2975.040714868934,2707.1684585899934,2403.780303030303,3102.980054913868,2876.0,3102.980054913868,3102.980054913868,2399.9900530716864,2564.1784118519754,1913.555555555556,6047,2382.25,,2049.5,2137.086301111138,2908.0949557448544
1987-11-01,4405.0,2174.977483360044,2294.60050787834,4195.884535693445,4088.669712772768,2403.780303030303,4615.817727105882,3759.5,4615.817727105882,4615.817727105882,2889.660104867274,2570.011070354582,2242.777777777778,6047,3021.75,,2530.6666666666665,2219.2681968119286,4128.333139745425
1987-12-01,7242.0,2219.577933692843,2378.0349064040797,5849.281791263504,5578.557453295467,2403.780303030303,5911.19610849154,5823.5,5911.19610849154,5911.19610849154,3898.5089897206713,2575.843728857188,2875.4444444444443,6047,4349.75,,3529.333333333333,2444.1892209745206,5978.110824392413
