YearMonth,Value,Type,Model
1985-03-01,1846.0,Train,Actual
1985-04-01,1589.0,Train,Actual
1985-05-01,1896.0,Train,Actual
1985-06-01,1379.0,Train,Actual
1985-07-01,1645.0,Train,Actual
1985-08-01,2512.0,Train,Actual
1985-09-01,1771.0,Train,Actual
1985-10-01,3727.0,Train,Actual
1985-11-01,4388.0,Train,Actual
1985-12-01,5434.0,Train,Actual
1986-01-01,1606.0,Train,Actual
1986-02-01,1523.0,Train,Actual
1986-03-01,1577.0,Train,Actual
1986-04-01,1605.0,Train,Actual
1986-05-01,1765.0,Train,Actual
1986-06-01,1403.0,Train,Actual
1986-07-01,2584.0,Train,Actual
1986-08-01,3318.0,Train,Actual
1986-09-01,1562.0,Train,Actual
1986-10-01,2349.0,Train,Actual
1986-11-01,3987.0,Train,Actual
1986-12-01,5891.0,Train,Actual
1987-01-01,1389.0,Train,Actual
1987-02-01,1442.0,Train,Actual
1987-03-01,1548.0,Train,Actual
1987-04-01,1935.0,Train,Actual
1987-05-01,1518.0,Train,Actual
1987-06-01,1250.0,Train,Actual
1987-07-01,1847.0,Train,Actual
1987-08-01,1930.0,Train,Actual
1987-09-01,2638.0,Train,Actual
1987-10-01,3114.0,Train,Actual
1987-11-01,4405.0,Train,Actual
1987-12-01,7242.0,Train,Actual
1988-01-01,1853.0,Train,Actual
1988-02-01,1779.0,Train,Actual
1988-03-01,2108.0,Train,Actual
1988-04-01,2336.0,Train,Actual
1988-05-01,1728.0,Train,Actual
1988-06-01,1661.0,Train,Actual
1988-07-01,2230.0,Train,Actual
1988-08-01,1645.0,Train,Actual
1988-09-01,2421.0,Train,Actual
1988-10-01,3740.0,Train,Actual
1988-11-01,4988.0,Train,Actual
1988-12-01,6757.0,Train,Actual
1989-01-01,1757.0,Train,Actual
1989-02-01,1394.0,Train,Actual
1989-03-01,1982.0,Train,Actual
1989-04-01,1650.0,Train,Actual
1989-05-01,1654.0,Train,Actual
1989-06-01,1406.0,Train,Actual
1989-07-01,1971.0,Train,Actual
1989-08-01,1968.0,Train,Actual
1989-09-01,2608.0,Train,Actual
1989-10-01,3845.0,Train,Actual
1989-11-01,4514.0,Train,Actual
1989-12-01,6694.0,Train,Actual
1990-01-01,1720.0,Train,Actual
1990-02-01,1321.0,Train,Actual
1990-03-01,1859.0,Train,Actual
1990-04-01,1628.0,Train,Actual
1990-05-01,1615.0,Train,Actual
1990-06-01,1457.0,Train,Actual
1990-07-01,1899.0,Train,Actual
1990-08-01,1605.0,Train,Actual
1990-09-01,2424.0,Train,Actual
1990-10-01,3116.0,Train,Actual
1990-11-01,4286.0,Train,Actual
1990-12-01,6047.0,Train,Actual
1991-01-01,1902.0,Test,Actual
1991-02-01,2049.0,Test,Actual
1991-03-01,1874.0,Test,Actual
1991-04-01,1279.0,Test,Actual
1991-05-01,1432.0,Test,Actual
1991-06-01,1540.0,Test,Actual
1991-07-01,2214.0,Test,Actual
1991-08-01,1857.0,Test,Actual
1991-09-01,2408.0,Test,Actual
1991-10-01,3252.0,Test,Actual
1991-11-01,3627.0,Test,Actual
1991-12-01,6153.0,Test,Actual
1992-01-01,1577.0,Test,Actual
1992-02-01,1667.0,Test,Actual
1992-03-01,1993.0,Test,Actual
1992-04-01,1997.0,Test,Actual
1992-05-01,1783.0,Test,Actual
1992-06-01,1625.0,Test,Actual
1992-07-01,2076.0,Test,Actual
1992-08-01,1773.0,Test,Actual
1992-09-01,2377.0,Test,Actual
1992-10-01,3088.0,Test,Actual
1992-11-01,4096.0,Test,Actual
1992-12-01,6119.0,Test,Actual
1993-01-01,1494.0,Test,Actual
1993-02-01,1564.0,Test,Actual
1993-03-01,1898.0,Test,Actual
1993-04-01,2121.0,Test,Actual
1993-05-01,1831.0,Test,Actual
1993-06-01,1515.0,Test,Actual
1993-07-01,2048.0,Test,Actual
1993-08-01,2795.0,Test,Actual
1993-09-01,1749.0,Test,Actual
1993-10-01,3339.0,Test,Actual
1993-11-01,4227.0,Test,Actual
1993-12-01,6410.0,Test,Actual
1994-01-01,1197.0,Test,Actual
1994-02-01,1968.0,Test,Actual
1994-03-01,1720.0,Test,Actual
1994-04-01,1725.0,Test,Actual
1994-05-01,1674.0,Test,Actual
1994-06-01,1693.0,Test,Actual
1994-07-01,2031.0,Test,Actual
1994-08-01,1495.0,Test,Actual
1994-09-01,2968.0,Test,Actual
1994-10-01,3385.0,Test,Actual
1994-11-01,3729.0,Test,Actual
1994-12-01,5999.0,Test,Actual
1995-01-01,1070.0,Test,Actual
1995-02-01,1402.0,Test,Actual
1995-03-01,1897.0,Test,Actual
1995-04-01,1862.0,Test,Actual
1995-05-01,1670.0,Test,Actual
1995-06-01,1688.0,Test,Actual
1995-07-01,2031.0,Test,Actual
1980-01-01,1686.0,Train,Simple_exponential_smoothing
1980-02-01,1686.0,Train,Simple_exponential_smoothing
1980-03-01,1682.2441860465117,Train,Simple_exponential_smoothing
1980-04-01,1706.825229853975,Train,Simple_exponential_smoothing
1980-05-01,1707.0298137899806,Train,Simple_exponential_smoothing
1980-06-01,1697.6984025471208,Train,Simple_exponential_smoothing
1980-07-01,1685.0196284929323,Train,Simple_exponential_smoothing
1980-08-01,1696.128154808328,Train,Simple_exponential_smoothing
1980-09-01,1726.0509951996264,Train,Simple_exponential_smoothing
1980-10-01,1736.2489791103387,Train,Simple_exponential_smoothing
1980-11-01,1770.2391357501624,Train,Simple_exponential_smoothing
1980-12-01,1861.8320071274816,Train,Simple_exponential_smoothing
1981-01-01,1992.975858008488,Train,Simple_exponential_smoothing
1981-02-01,1974.6721612965243,Train,Simple_exponential_smoothing
1981-03-01,1956.8153549196848,Train,Simple_exponential_smoothing
1981-04-01,1944.0133525158833,Train,Simple_exponential_smoothing
1981-05-01,1945.27794090479,Train,Simple_exponential_smoothing
1981-06-01,1914.627417659717,Train,Simple_exponential_smoothing
1981-07-01,1897.4444732406118,Train,Simple_exponential_smoothing
1981-08-01,1892.8408545310992,Train,Simple_exponential_smoothing
1981-09-01,1915.7378440031255,Train,Simple_exponential_smoothing
1981-10-01,1918.317975751839,Train,Simple_exponential_smoothing
1981-11-01,1932.340288338394,Train,Simple_exponential_smoothing
1981-12-01,2008.4314862412946,Train,Simple_exponential_smoothing
1982-01-01,2108.9516367852434,Train,Simple_exponential_smoothing
1982-02-01,2085.272153470478,Train,Simple_exponential_smoothing
1982-03-01,2055.3730218216447,Train,Simple_exponential_smoothing
1982-04-01,2034.128041889161,Train,Simple_exponential_smoothing
1982-05-01,2024.4764681400547,Train,Simple_exponential_smoothing
1982-06-01,2005.2041426554479,Train,Simple_exponential_smoothing
1982-07-01,1983.2146765504651,Train,Simple_exponential_smoothing
1982-08-01,1982.0596777100977,Train,Simple_exponential_smoothing
1982-09-01,1978.6968532424892,Train,Simple_exponential_smoothing
1982-10-01,1967.9158148584838,Train,Simple_exponential_smoothing
1982-11-01,1989.5051896198925,Train,Simple_exponential_smoothing
1982-12-01,2052.899170495385,Train,Simple_exponential_smoothing
1983-01-01,2150.5938544525443,Train,Simple_exponential_smoothing
1983-02-01,2129.1820043927924,Train,Simple_exponential_smoothing
1983-03-01,2109.76318096331,Train,Simple_exponential_smoothing
1983-04-01,2106.609752878714,Train,Simple_exponential_smoothing
1983-05-01,2077.6856463695553,Train,Simple_exponential_smoothing
1983-06-01,2047.730632443317,Train,Simple_exponential_smoothing
1983-07-01,2015.9947702304416,Train,Simple_exponential_smoothing
1983-08-01,1999.548465360866,Train,Simple_exponential_smoothing
1983-09-01,2011.3477120791572,Train,Simple_exponential_smoothing
1983-10-01,2018.4502443923066,Train,Simple_exponential_smoothing
1983-11-01,2037.9231417070293,Train,Simple_exponential_smoothing
1983-12-01,2093.354087267449,Train,Simple_exponential_smoothing
1984-01-01,2205.2238093987357,Train,Simple_exponential_smoothing
1984-02-01,2181.6521704225065,Train,Simple_exponential_smoothing
1984-03-01,2152.133363684872,Train,Simple_exponential_smoothing
1984-04-01,2148.5304167484937,Train,Simple_exponential_smoothing
1984-05-01,2134.3164235282043,Train,Simple_exponential_smoothing
1984-06-01,2111.8876346910424,Train,Simple_exponential_smoothing
1984-07-01,2083.901379366048,Train,Simple_exponential_smoothing
1984-08-01,2064.6517899492505,Train,Simple_exponential_smoothing
1984-09-01,2107.916719183815,Train,Simple_exponential_smoothing
1984-10-01,2094.122337262594,Train,Simple_exponential_smoothing
1984-11-01,2110.326802998724,Train,Simple_exponential_smoothing
1984-12-01,2195.8278363685417,Train,Simple_exponential_smoothing
1985-01-01,2317.5230149307154,Train,Simple_exponential_smoothing
1985-02-01,2295.916291084617,Train,Simple_exponential_smoothing
1985-03-01,2271.645181902202,Train,Simple_exponential_smoothing
1985-04-01,2254.817349129324,Train,Simple_exponential_smoothing
1985-05-01,2228.4943376521182,Train,Simple_exponential_smoothing
1985-06-01,2215.349212675174,Train,Simple_exponential_smoothing
1985-07-01,2182.2842438019693,Train,Simple_exponential_smoothing
1985-08-01,2161.0427736981705,Train,Simple_exponential_smoothing
1985-09-01,2174.9178268310334,Train,Simple_exponential_smoothing
1985-10-01,2158.9489825144574,Train,Simple_exponential_smoothing
1985-11-01,2220.9416971592345,Train,Simple_exponential_smoothing
1985-12-01,2306.616095178521,Train,Simple_exponential_smoothing
1986-01-01,2430.256854206347,Train,Simple_exponential_smoothing
1986-02-01,2397.6699553191193,Train,Simple_exponential_smoothing
1986-03-01,2363.0899803413868,Train,Simple_exponential_smoothing
1986-04-01,2332.012004374402,Train,Simple_exponential_smoothing
1986-05-01,2303.2696693177395,Train,Simple_exponential_smoothing
1986-06-01,2281.9892405307587,Train,Simple_exponential_smoothing
1986-07-01,2247.2385031144263,Train,Simple_exponential_smoothing
1986-08-01,2260.5523297354835,Train,Simple_exponential_smoothing
1986-09-01,2302.3584004203594,Train,Simple_exponential_smoothing
1986-10-01,2273.0884171479265,Train,Simple_exponential_smoothing
1986-11-01,2276.0895727490547,Train,Simple_exponential_smoothing
1986-12-01,2343.730217547348,Train,Simple_exponential_smoothing
1987-01-01,2483.971115923383,Train,Simple_exponential_smoothing
1987-02-01,2440.6815601775747,Train,Simple_exponential_smoothing
1987-03-01,2401.1988008217168,Train,Simple_exponential_smoothing
1987-04-01,2367.467685440393,Train,Simple_exponential_smoothing
1987-05-01,2350.370125783447,Train,Simple_exponential_smoothing
1987-06-01,2317.4624696478218,Train,Simple_exponential_smoothing
1987-07-01,2275.260465033838,Train,Simple_exponential_smoothing
1987-08-01,2258.3292373464533,Train,Simple_exponential_smoothing
1987-09-01,2245.3487791257794,Train,Simple_exponential_smoothing
1987-10-01,2260.872199485923,Train,Simple_exponential_smoothing
1987-11-01,2294.6005078783396,Train,Simple_exponential_smoothing
1987-12-01,2378.0349064040793,Train,Simple_exponential_smoothing
1988-01-01,2570.3312008020575,Train,Simple_exponential_smoothing
1988-02-01,2541.971595188953,Train,Simple_exponential_smoothing
1988-03-01,2511.807601890785,Train,Simple_exponential_smoothing
1988-04-01,2495.843115304405,Train,Simple_exponential_smoothing
1988-05-01,2489.523736327254,Train,Simple_exponential_smoothing
1988-06-01,2459.4169839608276,Train,Simple_exponential_smoothing
1988-07-01,2427.8516613391203,Train,Simple_exponential_smoothing
1988-08-01,2420.0296189140854,Train,Simple_exponential_smoothing
1988-09-01,2389.38891305004,Train,Simple_exponential_smoothing
1988-10-01,2390.638653696899,Train,Simple_exponential_smoothing
1988-11-01,2443.9854976205097,Train,Simple_exponential_smoothing
1988-12-01,2544.562815156443,Train,Simple_exponential_smoothing
1989-01-01,2711.1010294409552,Train,Simple_exponential_smoothing
1989-02-01,2673.380756183987,Train,Simple_exponential_smoothing
1989-03-01,2622.800586753457,Train,Simple_exponential_smoothing
1989-04-01,2597.466610067855,Train,Simple_exponential_smoothing
1989-05-01,2560.008627809358,Train,Simple_exponential_smoothing
1989-06-01,2524.189682058756,Train,Simple_exponential_smoothing
1989-07-01,2479.982183000619,Train,Simple_exponential_smoothing
1989-08-01,2459.859631579664,Train,Simple_exponential_smoothing
1989-09-01,2440.4140182381425,Train,Simple_exponential_smoothing
1989-10-01,2447.039510540355,Train,Simple_exponential_smoothing
1989-11-01,2502.3077159375966,Train,Simple_exponential_smoothing
1989-12-01,2581.839736470296,Train,Simple_exponential_smoothing
1990-01-01,2744.4135143307726,Train,Simple_exponential_smoothing
1990-02-01,2703.913445159556,Train,Simple_exponential_smoothing
1990-03-01,2649.240122909062,Train,Simple_exponential_smoothing
1990-04-01,2617.9980715382385,Train,Simple_exponential_smoothing
1990-05-01,2578.858612896029,Train,Simple_exponential_smoothing
1990-06-01,2540.7525747117675,Train,Simple_exponential_smoothing
1990-07-01,2497.906542688279,Train,Simple_exponential_smoothing
1990-08-01,2474.2288421633934,Train,Simple_exponential_smoothing
1990-09-01,2439.8639809615847,Train,Simple_exponential_smoothing
1990-10-01,2439.236800318917,Train,Simple_exponential_smoothing
1990-11-01,2465.992554724913,Train,Simple_exponential_smoothing
1990-12-01,2537.946337445091,Train,Simple_exponential_smoothing
1991-01-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-02-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-03-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-04-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-05-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-06-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-07-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-08-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-09-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-10-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-11-01,2676.676365964704,Test,Simple_exponential_smoothing
1991-12-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-01-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-02-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-03-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-04-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-05-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-06-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-07-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-08-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-09-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-10-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-11-01,2676.676365964704,Test,Simple_exponential_smoothing
1992-12-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-01-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-02-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-03-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-04-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-05-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-06-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-07-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-08-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-09-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-10-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-11-01,2676.676365964704,Test,Simple_exponential_smoothing
1993-12-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-01-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-02-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-03-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-04-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-05-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-06-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-07-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-08-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-09-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-10-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-11-01,2676.676365964704,Test,Simple_exponential_smoothing
1994-12-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-01-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-02-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-03-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-04-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-05-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-06-01,2676.676365964704,Test,Simple_exponential_smoothing
1995-07-01,2676.676365964704,Test,Simple_exponential_smoothing
