YearMonth,Value,Type,Model
1985-03-01,1846.0,Train,Actual
1985-04-01,1589.0,Train,Actual
1985-05-01,1896.0,Train,Actual
1985-06-01,1379.0,Train,Actual
1985-07-01,1645.0,Train,Actual
1985-08-01,2512.0,Train,Actual
1985-09-01,1771.0,Train,Actual
1985-10-01,3727.0,Train,Actual
1985-11-01,4388.0,Train,Actual
1985-12-01,5434.0,Train,Actual
1986-01-01,1606.0,Train,Actual
1986-02-01,1523.0,Train,Actual
1986-03-01,1577.0,Train,Actual
1986-04-01,1605.0,Train,Actual
1986-05-01,1765.0,Train,Actual
1986-06-01,1403.0,Train,Actual
1986-07-01,2584.0,Train,Actual
1986-08-01,3318.0,Train,Actual
1986-09-01,1562.0,Train,Actual
1986-10-01,2349.0,Train,Actual
1986-11-01,3987.0,Train,Actual
1986-12-01,5891.0,Train,Actual
1987-01-01,1389.0,Train,Actual
1987-02-01,1442.0,Train,Actual
1987-03-01,1548.0,Train,Actual
1987-04-01,1935.0,Train,Actual
1987-05-01,1518.0,Train,Actual
1987-06-01,1250.0,Train,Actual
1987-07-01,1847.0,Train,Actual
1987-08-01,1930.0,Train,Actual
1987-09-01,2638.0,Train,Actual
1987-10-01,3114.0,Train,Actual
1987-11-01,4405.0,Train,Actual
1987-12-01,7242.0,Train,Actual
1988-01-01,1853.0,Train,Actual
1988-02-01,1779.0,Train,Actual
1988-03-01,2108.0,Train,Actual
1988-04-01,2336.0,Train,Actual
1988-05-01,1728.0,Train,Actual
1988-06-01,1661.0,Train,Actual
1988-07-01,2230.0,Train,Actual
1988-08-01,1645.0,Train,Actual
1988-09-01,2421.0,Train,Actual
1988-10-01,3740.0,Train,Actual
1988-11-01,4988.0,Train,Actual
1988-12-01,6757.0,Train,Actual
1989-01-01,1757.0,Train,Actual
1989-02-01,1394.0,Train,Actual
1989-03-01,1982.0,Train,Actual
1989-04-01,1650.0,Train,Actual
1989-05-01,1654.0,Train,Actual
1989-06-01,1406.0,Train,Actual
1989-07-01,1971.0,Train,Actual
1989-08-01,1968.0,Train,Actual
1989-09-01,2608.0,Train,Actual
1989-10-01,3845.0,Train,Actual
1989-11-01,4514.0,Train,Actual
1989-12-01,6694.0,Train,Actual
1990-01-01,1720.0,Train,Actual
1990-02-01,1321.0,Train,Actual
1990-03-01,1859.0,Train,Actual
1990-04-01,1628.0,Train,Actual
1990-05-01,1615.0,Train,Actual
1990-06-01,1457.0,Train,Actual
1990-07-01,1899.0,Train,Actual
1990-08-01,1605.0,Train,Actual
1990-09-01,2424.0,Train,Actual
1990-10-01,3116.0,Train,Actual
1990-11-01,4286.0,Train,Actual
1990-12-01,6047.0,Train,Actual
1991-01-01,1902.0,Test,Actual
1991-02-01,2049.0,Test,Actual
1991-03-01,1874.0,Test,Actual
1991-04-01,1279.0,Test,Actual
1991-05-01,1432.0,Test,Actual
1991-06-01,1540.0,Test,Actual
1991-07-01,2214.0,Test,Actual
1991-08-01,1857.0,Test,Actual
1991-09-01,2408.0,Test,Actual
1991-10-01,3252.0,Test,Actual
1991-11-01,3627.0,Test,Actual
1991-12-01,6153.0,Test,Actual
1992-01-01,1577.0,Test,Actual
1992-02-01,1667.0,Test,Actual
1992-03-01,1993.0,Test,Actual
1992-04-01,1997.0,Test,Actual
1992-05-01,1783.0,Test,Actual
1992-06-01,1625.0,Test,Actual
1992-07-01,2076.0,Test,Actual
1992-08-01,1773.0,Test,Actual
1992-09-01,2377.0,Test,Actual
1992-10-01,3088.0,Test,Actual
1992-11-01,4096.0,Test,Actual
1992-12-01,6119.0,Test,Actual
1993-01-01,1494.0,Test,Actual
1993-02-01,1564.0,Test,Actual
1993-03-01,1898.0,Test,Actual
1993-04-01,2121.0,Test,Actual
1993-05-01,1831.0,Test,Actual
1993-06-01,1515.0,Test,Actual
1993-07-01,2048.0,Test,Actual
1993-08-01,2795.0,Test,Actual
1993-09-01,1749.0,Test,Actual
1993-10-01,3339.0,Test,Actual
1993-11-01,4227.0,Test,Actual
1993-12-01,6410.0,Test,Actual
1994-01-01,1197.0,Test,Actual
1994-02-01,1968.0,Test,Actual
1994-03-01,1720.0,Test,Actual
1994-04-01,1725.0,Test,Actual
1994-05-01,1674.0,Test,Actual
1994-06-01,1693.0,Test,Actual
1994-07-01,2031.0,Test,Actual
1994-08-01,1495.0,Test,Actual
1994-09-01,2968.0,Test,Actual
1994-10-01,3385.0,Test,Actual
1994-11-01,3729.0,Test,Actual
1994-12-01,5999.0,Test,Actual
1995-01-01,1070.0,Test,Actual
1995-02-01,1402.0,Test,Actual
1995-03-01,1897.0,Test,Actual
1995-04-01,1862.0,Test,Actual
1995-05-01,1670.0,Test,Actual
1995-06-01,1688.0,Test,Actual
1995-07-01,2031.0,Test,Actual
1980-01-01,2021.741171109592,Train,Regression
1980-02-01,2027.573829612198,Train,Regression
1980-03-01,2033.4064881148045,Train,Regression
1980-04-01,2039.2391466174106,Train,Regression
1980-05-01,2045.071805120017,Train,Regression
1980-06-01,2050.904463622623,Train,Regression
1980-07-01,2056.7371221252297,Train,Regression
1980-08-01,2062.569780627836,Train,Regression
1980-09-01,2068.402439130442,Train,Regression
1980-10-01,2074.2350976330486,Train,Regression
1980-11-01,2080.0677561356547,Train,Regression
1980-12-01,2085.900414638261,Train,Regression
1981-01-01,2091.7330731408674,Train,Regression
1981-02-01,2097.5657316434736,Train,Regression
1981-03-01,2103.3983901460797,Train,Regression
1981-04-01,2109.231048648686,Train,Regression
1981-05-01,2115.0637071512924,Train,Regression
1981-06-01,2120.8963656538986,Train,Regression
1981-07-01,2126.7290241565047,Train,Regression
1981-08-01,2132.5616826591113,Train,Regression
1981-09-01,2138.3943411617174,Train,Regression
1981-10-01,2144.2269996643236,Train,Regression
1981-11-01,2150.05965816693,Train,Regression
1981-12-01,2155.8923166695363,Train,Regression
1982-01-01,2161.7249751721424,Train,Regression
1982-02-01,2167.557633674749,Train,Regression
1982-03-01,2173.390292177355,Train,Regression
1982-04-01,2179.2229506799613,Train,Regression
1982-05-01,2185.0556091825674,Train,Regression
1982-06-01,2190.888267685174,Train,Regression
1982-07-01,2196.72092618778,Train,Regression
1982-08-01,2202.5535846903863,Train,Regression
1982-09-01,2208.386243192993,Train,Regression
1982-10-01,2214.218901695599,Train,Regression
1982-11-01,2220.051560198205,Train,Regression
1982-12-01,2225.8842187008117,Train,Regression
1983-01-01,2231.716877203418,Train,Regression
1983-02-01,2237.549535706024,Train,Regression
1983-03-01,2243.38219420863,Train,Regression
1983-04-01,2249.2148527112367,Train,Regression
1983-05-01,2255.047511213843,Train,Regression
1983-06-01,2260.880169716449,Train,Regression
1983-07-01,2266.7128282190556,Train,Regression
1983-08-01,2272.5454867216617,Train,Regression
1983-09-01,2278.378145224268,Train,Regression
1983-10-01,2284.2108037268745,Train,Regression
1983-11-01,2290.0434622294806,Train,Regression
1983-12-01,2295.8761207320867,Train,Regression
1984-01-01,2301.708779234693,Train,Regression
1984-02-01,2307.5414377372995,Train,Regression
1984-03-01,2313.3740962399056,Train,Regression
1984-04-01,2319.206754742512,Train,Regression
1984-05-01,2325.0394132451183,Train,Regression
1984-06-01,2330.8720717477245,Train,Regression
1984-07-01,2336.7047302503306,Train,Regression
1984-08-01,2342.537388752937,Train,Regression
1984-09-01,2348.3700472555433,Train,Regression
1984-10-01,2354.2027057581495,Train,Regression
1984-11-01,2360.035364260756,Train,Regression
1984-12-01,2365.868022763362,Train,Regression
1985-01-01,2371.7006812659683,Train,Regression
1985-02-01,2377.5333397685745,Train,Regression
1985-03-01,2383.365998271181,Train,Regression
1985-04-01,2389.198656773787,Train,Regression
1985-05-01,2395.0313152763933,Train,Regression
1985-06-01,2400.863973779,Train,Regression
1985-07-01,2406.696632281606,Train,Regression
1985-08-01,2412.529290784212,Train,Regression
1985-09-01,2418.361949286819,Train,Regression
1985-10-01,2424.194607789425,Train,Regression
1985-11-01,2430.027266292031,Train,Regression
1985-12-01,2435.8599247946377,Train,Regression
1986-01-01,2441.692583297244,Train,Regression
1986-02-01,2447.52524179985,Train,Regression
1986-03-01,2453.357900302456,Train,Regression
1986-04-01,2459.1905588050627,Train,Regression
1986-05-01,2465.023217307669,Train,Regression
1986-06-01,2470.855875810275,Train,Regression
1986-07-01,2476.6885343128815,Train,Regression
1986-08-01,2482.5211928154877,Train,Regression
1986-09-01,2488.353851318094,Train,Regression
1986-10-01,2494.1865098207004,Train,Regression
1986-11-01,2500.0191683233065,Train,Regression
1986-12-01,2505.8518268259127,Train,Regression
1987-01-01,2511.6844853285193,Train,Regression
1987-02-01,2517.5171438311254,Train,Regression
1987-03-01,2523.3498023337315,Train,Regression
1987-04-01,2529.1824608363377,Train,Regression
1987-05-01,2535.0151193389443,Train,Regression
1987-06-01,2540.8477778415504,Train,Regression
1987-07-01,2546.680436344157,Train,Regression
1987-08-01,2552.513094846763,Train,Regression
1987-09-01,2558.3457533493693,Train,Regression
1987-10-01,2564.1784118519754,Train,Regression
1987-11-01,2570.011070354582,Train,Regression
1987-12-01,2575.843728857188,Train,Regression
1988-01-01,2581.6763873597943,Train,Regression
1988-02-01,2587.509045862401,Train,Regression
1988-03-01,2593.341704365007,Train,Regression
1988-04-01,2599.174362867613,Train,Regression
1988-05-01,2605.0070213702193,Train,Regression
1988-06-01,2610.839679872826,Train,Regression
1988-07-01,2616.672338375432,Train,Regression
1988-08-01,2622.5049968780386,Train,Regression
1988-09-01,2628.3376553806447,Train,Regression
1988-10-01,2634.170313883251,Train,Regression
1988-11-01,2640.002972385857,Train,Regression
1988-12-01,2645.835630888463,Train,Regression
1989-01-01,2651.6682893910697,Train,Regression
1989-02-01,2657.500947893676,Train,Regression
1989-03-01,2663.3336063962824,Train,Regression
1989-04-01,2669.1662648988886,Train,Regression
1989-05-01,2674.9989234014947,Train,Regression
1989-06-01,2680.831581904101,Train,Regression
1989-07-01,2686.6642404067074,Train,Regression
1989-08-01,2692.4968989093136,Train,Regression
1989-09-01,2698.32955741192,Train,Regression
1989-10-01,2704.1622159145263,Train,Regression
1989-11-01,2709.9948744171325,Train,Regression
1989-12-01,2715.8275329197386,Train,Regression
1990-01-01,2721.6601914223447,Train,Regression
1990-02-01,2727.4928499249513,Train,Regression
1990-03-01,2733.3255084275575,Train,Regression
1990-04-01,2739.158166930164,Train,Regression
1990-05-01,2744.99082543277,Train,Regression
1990-06-01,2750.8234839353763,Train,Regression
1990-07-01,2756.6561424379825,Train,Regression
1990-08-01,2762.488800940589,Train,Regression
1990-09-01,2768.321459443195,Train,Regression
1990-10-01,2774.1541179458013,Train,Regression
1990-11-01,2779.986776448408,Train,Regression
1990-12-01,2785.819434951014,Train,Regression
1991-01-01,2266.7128282190556,Test,Regression
1991-02-01,2272.5454867216617,Test,Regression
1991-03-01,2278.378145224268,Test,Regression
1991-04-01,2284.2108037268745,Test,Regression
1991-05-01,2290.0434622294806,Test,Regression
1991-06-01,2295.8761207320867,Test,Regression
1991-07-01,2301.708779234693,Test,Regression
1991-08-01,2307.5414377372995,Test,Regression
1991-09-01,2313.3740962399056,Test,Regression
1991-10-01,2319.206754742512,Test,Regression
1991-11-01,2325.0394132451183,Test,Regression
1991-12-01,2330.8720717477245,Test,Regression
1992-01-01,2336.7047302503306,Test,Regression
1992-02-01,2342.537388752937,Test,Regression
1992-03-01,2348.3700472555433,Test,Regression
1992-04-01,2354.2027057581495,Test,Regression
1992-05-01,2360.035364260756,Test,Regression
1992-06-01,2365.868022763362,Test,Regression
1992-07-01,2371.7006812659683,Test,Regression
1992-08-01,2377.5333397685745,Test,Regression
1992-09-01,2383.365998271181,Test,Regression
1992-10-01,2389.198656773787,Test,Regression
1992-11-01,2395.0313152763933,Test,Regression
1992-12-01,2400.863973779,Test,Regression
1993-01-01,2406.696632281606,Test,Regression
1993-02-01,2412.529290784212,Test,Regression
1993-03-01,2418.361949286819,Test,Regression
1993-04-01,2424.194607789425,Test,Regression
1993-05-01,2430.027266292031,Test,Regression
1993-06-01,2435.8599247946377,Test,Regression
1993-07-01,2441.692583297244,Test,Regression
1993-08-01,2447.52524179985,Test,Regression
1993-09-01,2453.357900302456,Test,Regression
1993-10-01,2459.1905588050627,Test,Regression
1993-11-01,2465.023217307669,Test,Regression
1993-12-01,2470.855875810275,Test,Regression
1994-01-01,2476.6885343128815,Test,Regression
1994-02-01,2482.5211928154877,Test,Regression
1994-03-01,2488.353851318094,Test,Regression
1994-04-01,2494.1865098207004,Test,Regression
1994-05-01,2500.0191683233065,Test,Regression
1994-06-01,2505.8518268259127,Test,Regression
1994-07-01,2511.6844853285193,Test,Regression
1994-08-01,2517.5171438311254,Test,Regression
1994-09-01,2523.3498023337315,Test,Regression
1994-10-01,2529.1824608363377,Test,Regression
1994-11-01,2535.0151193389443,Test,Regression
1994-12-01,2540.8477778415504,Test,Regression
1995-01-01,2546.680436344157,Test,Regression
1995-02-01,2552.513094846763,Test,Regression
1995-03-01,2558.3457533493693,Test,Regression
1995-04-01,2564.1784118519754,Test,Regression
1995-05-01,2570.011070354582,Test,Regression
1995-06-01,2575.843728857188,Test,Regression
1995-07-01,2581.6763873597943,Test,Regression
