YearMonth,Value,Type,Model
1985-03-01,1846.0,Train,Actual
1985-04-01,1589.0,Train,Actual
1985-05-01,1896.0,Train,Actual
1985-06-01,1379.0,Train,Actual
1985-07-01,1645.0,Train,Actual
1985-08-01,2512.0,Train,Actual
1985-09-01,1771.0,Train,Actual
1985-10-01,3727.0,Train,Actual
1985-11-01,4388.0,Train,Actual
1985-12-01,5434.0,Train,Actual
1986-01-01,1606.0,Train,Actual
1986-02-01,1523.0,Train,Actual
1986-03-01,1577.0,Train,Actual
1986-04-01,1605.0,Train,Actual
1986-05-01,1765.0,Train,Actual
1986-06-01,1403.0,Train,Actual
1986-07-01,2584.0,Train,Actual
1986-08-01,3318.0,Train,Actual
1986-09-01,1562.0,Train,Actual
1986-10-01,2349.0,Train,Actual
1986-11-01,3987.0,Train,Actual
1986-12-01,5891.0,Train,Actual
1987-01-01,1389.0,Train,Actual
1987-02-01,1442.0,Train,Actual
1987-03-01,1548.0,Train,Actual
1987-04-01,1935.0,Train,Actual
1987-05-01,1518.0,Train,Actual
1987-06-01,1250.0,Train,Actual
1987-07-01,1847.0,Train,Actual
1987-08-01,1930.0,Train,Actual
1987-09-01,2638.0,Train,Actual
1987-10-01,3114.0,Train,Actual
1987-11-01,4405.0,Train,Actual
1987-12-01,7242.0,Train,Actual
1988-01-01,1853.0,Train,Actual
1988-02-01,1779.0,Train,Actual
1988-03-01,2108.0,Train,Actual
1988-04-01,2336.0,Train,Actual
1988-05-01,1728.0,Train,Actual
1988-06-01,1661.0,Train,Actual
1988-07-01,2230.0,Train,Actual
1988-08-01,1645.0,Train,Actual
1988-09-01,2421.0,Train,Actual
1988-10-01,3740.0,Train,Actual
1988-11-01,4988.0,Train,Actual
1988-12-01,6757.0,Train,Actual
1989-01-01,1757.0,Train,Actual
1989-02-01,1394.0,Train,Actual
1989-03-01,1982.0,Train,Actual
1989-04-01,1650.0,Train,Actual
1989-05-01,1654.0,Train,Actual
1989-06-01,1406.0,Train,Actual
1989-07-01,1971.0,Train,Actual
1989-08-01,1968.0,Train,Actual
1989-09-01,2608.0,Train,Actual
1989-10-01,3845.0,Train,Actual
1989-11-01,4514.0,Train,Actual
1989-12-01,6694.0,Train,Actual
1990-01-01,1720.0,Train,Actual
1990-02-01,1321.0,Train,Actual
1990-03-01,1859.0,Train,Actual
1990-04-01,1628.0,Train,Actual
1990-05-01,1615.0,Train,Actual
1990-06-01,1457.0,Train,Actual
1990-07-01,1899.0,Train,Actual
1990-08-01,1605.0,Train,Actual
1990-09-01,2424.0,Train,Actual
1990-10-01,3116.0,Train,Actual
1990-11-01,4286.0,Train,Actual
1990-12-01,6047.0,Train,Actual
1991-01-01,1902.0,Test,Actual
1991-02-01,2049.0,Test,Actual
1991-03-01,1874.0,Test,Actual
1991-04-01,1279.0,Test,Actual
1991-05-01,1432.0,Test,Actual
1991-06-01,1540.0,Test,Actual
1991-07-01,2214.0,Test,Actual
1991-08-01,1857.0,Test,Actual
1991-09-01,2408.0,Test,Actual
1991-10-01,3252.0,Test,Actual
1991-11-01,3627.0,Test,Actual
1991-12-01,6153.0,Test,Actual
1992-01-01,1577.0,Test,Actual
1992-02-01,1667.0,Test,Actual
1992-03-01,1993.0,Test,Actual
1992-04-01,1997.0,Test,Actual
1992-05-01,1783.0,Test,Actual
1992-06-01,1625.0,Test,Actual
1992-07-01,2076.0,Test,Actual
1992-08-01,1773.0,Test,Actual
1992-09-01,2377.0,Test,Actual
1992-10-01,3088.0,Test,Actual
1992-11-01,4096.0,Test,Actual
1992-12-01,6119.0,Test,Actual
1993-01-01,1494.0,Test,Actual
1993-02-01,1564.0,Test,Actual
1993-03-01,1898.0,Test,Actual
1993-04-01,2121.0,Test,Actual
1993-05-01,1831.0,Test,Actual
1993-06-01,1515.0,Test,Actual
1993-07-01,2048.0,Test,Actual
1993-08-01,2795.0,Test,Actual
1993-09-01,1749.0,Test,Actual
1993-10-01,3339.0,Test,Actual
1993-11-01,4227.0,Test,Actual
1993-12-01,6410.0,Test,Actual
1994-01-01,1197.0,Test,Actual
1994-02-01,1968.0,Test,Actual
1994-03-01,1720.0,Test,Actual
1994-04-01,1725.0,Test,Actual
1994-05-01,1674.0,Test,Actual
1994-06-01,1693.0,Test,Actual
1994-07-01,2031.0,Test,Actual
1994-08-01,1495.0,Test,Actual
1994-09-01,2968.0,Test,Actual
1994-10-01,3385.0,Test,Actual
1994-11-01,3729.0,Test,Actual
1994-12-01,5999.0,Test,Actual
1995-01-01,1070.0,Test,Actual
1995-02-01,1402.0,Test,Actual
1995-03-01,1897.0,Test,Actual
1995-04-01,1862.0,Test,Actual
1995-05-01,1670.0,Test,Actual
1995-06-01,1688.0,Test,Actual
1995-07-01,2031.0,Test,Actual
1980-01-01,0.0,Train,Sarima
1980-02-01,1156.484592756454,Train,Sarima
1980-03-01,1645.6194711757364,Train,Sarima
1980-04-01,1817.654269696158,Train,Sarima
1980-05-01,2021.6558841378733,Train,Sarima
1980-06-01,1633.963206588601,Train,Sarima
1980-07-01,1486.4209500293412,Train,Sarima
1980-08-01,1617.2260102968737,Train,Sarima
1980-09-01,2100.8979155901893,Train,Sarima
1980-10-01,2204.116012639516,Train,Sarima
1980-11-01,2220.558946722074,Train,Sarima
1980-12-01,3108.159651107071,Train,Sarima
1981-01-01,5092.771655887712,Train,Sarima
1981-02-01,3429.6799329597043,Train,Sarima
1981-03-01,2355.1003093405816,Train,Sarima
1981-04-01,1591.8316969716661,Train,Sarima
1981-05-01,1304.9312696151546,Train,Sarima
1981-06-01,1437.3772368302407,Train,Sarima
1981-07-01,1780.149609797467,Train,Sarima
1981-08-01,2408.6765568824558,Train,Sarima
1981-09-01,1973.7124509330802,Train,Sarima
1981-10-01,2696.6192318948297,Train,Sarima
1981-11-01,3762.256832759793,Train,Sarima
1981-12-01,4766.441083274459,Train,Sarima
1982-01-01,1310.3724523259634,Train,Sarima
1982-02-01,1316.4197991625667,Train,Sarima
1982-03-01,1458.4328647843518,Train,Sarima
1982-04-01,1716.93982032559,Train,Sarima
1982-05-01,1002.2228216997381,Train,Sarima
1982-06-01,1466.3305558802456,Train,Sarima
1982-07-01,1737.484737333835,Train,Sarima
1982-08-01,2517.454147119174,Train,Sarima
1982-09-01,1804.530424404723,Train,Sarima
1982-10-01,2273.9434095036595,Train,Sarima
1982-11-01,3826.5786416789797,Train,Sarima
1982-12-01,4475.501896123566,Train,Sarima
1983-01-01,1444.2828756688468,Train,Sarima
1983-02-01,1252.979075696906,Train,Sarima
1983-03-01,1635.7395898107939,Train,Sarima
1983-04-01,1862.8441082493587,Train,Sarima
1983-05-01,1279.93649487035,Train,Sarima
1983-06-01,1446.1185575527636,Train,Sarima
1983-07-01,1768.2383036722317,Train,Sarima
1983-08-01,2042.8672067658777,Train,Sarima
1983-09-01,1791.3927113550553,Train,Sarima
1983-10-01,2513.23306353436,Train,Sarima
1983-11-01,3758.0622742866008,Train,Sarima
1983-12-01,4606.994802122315,Train,Sarima
1984-01-01,1630.3699436918937,Train,Sarima
1984-02-01,1420.7275715748524,Train,Sarima
1984-03-01,1911.787395225767,Train,Sarima
1984-04-01,1567.4960641475504,Train,Sarima
1984-05-01,1374.6895928939712,Train,Sarima
1984-06-01,1366.3529915605486,Train,Sarima
1984-07-01,1779.6878967635757,Train,Sarima
1984-08-01,2300.872749098955,Train,Sarima
1984-09-01,2356.7209724397617,Train,Sarima
1984-10-01,2380.1326282282735,Train,Sarima
1984-11-01,3935.5171112836874,Train,Sarima
1984-12-01,5043.010723304701,Train,Sarima
1985-01-01,1776.8226853527317,Train,Sarima
1985-02-01,1523.674610490364,Train,Sarima
1985-03-01,2160.8777891373124,Train,Sarima
1985-04-01,1777.4597742340875,Train,Sarima
1985-05-01,1565.3921907641006,Train,Sarima
1985-06-01,1546.187915052879,Train,Sarima
1985-07-01,1763.9452495500595,Train,Sarima
1985-08-01,2883.4694154698936,Train,Sarima
1985-09-01,1875.5654638642368,Train,Sarima
1985-10-01,2624.937478990397,Train,Sarima
1985-11-01,4482.639273514158,Train,Sarima
1985-12-01,5293.274226337167,Train,Sarima
1986-01-01,1949.212949591271,Train,Sarima
1986-02-01,1583.029935024821,Train,Sarima
1986-03-01,2094.3167841092454,Train,Sarima
1986-04-01,1595.6444684894125,Train,Sarima
1986-05-01,1795.7945376749992,Train,Sarima
1986-06-01,1374.3103083622957,Train,Sarima
1986-07-01,1810.15702400092,Train,Sarima
1986-08-01,2842.309149793996,Train,Sarima
1986-09-01,2103.6946121093592,Train,Sarima
1986-10-01,3251.6854232948544,Train,Sarima
1986-11-01,4284.8812406043235,Train,Sarima
1986-12-01,5500.226463679861,Train,Sarima
1987-01-01,1749.316154097458,Train,Sarima
1987-02-01,1442.6318138620845,Train,Sarima
1987-03-01,1856.2745353202793,Train,Sarima
1987-04-01,1556.6677552775984,Train,Sarima
1987-05-01,1802.2347928728707,Train,Sarima
1987-06-01,1257.1039604779546,Train,Sarima
1987-07-01,2234.106078675184,Train,Sarima
1987-08-01,2884.3714573885086,Train,Sarima
1987-09-01,1527.5611564337246,Train,Sarima
1987-10-01,2908.0949557448544,Train,Sarima
1987-11-01,4128.333139745425,Train,Sarima
1987-12-01,5978.110824392413,Train,Sarima
1988-01-01,1814.6043580860405,Train,Sarima
1988-02-01,1571.219749644768,Train,Sarima
1988-03-01,1982.4932708739111,Train,Sarima
1988-04-01,1972.1473521791463,Train,Sarima
1988-05-01,1892.543358185932,Train,Sarima
1988-06-01,1444.2918878389403,Train,Sarima
1988-07-01,2241.115290976538,Train,Sarima
1988-08-01,2643.0036188729673,Train,Sarima
1988-09-01,2253.61787725618,Train,Sarima
1988-10-01,3331.583143207218,Train,Sarima
1988-11-01,4684.647268367055,Train,Sarima
1988-12-01,6945.02971637442,Train,Sarima
1989-01-01,1864.965943164093,Train,Sarima
1989-02-01,1860.0754934948486,Train,Sarima
1989-03-01,2008.1520823554335,Train,Sarima
1989-04-01,2241.9025792479806,Train,Sarima
1989-05-01,1628.7894221405331,Train,Sarima
1989-06-01,1660.8858072490198,Train,Sarima
1989-07-01,2096.857260038534,Train,Sarima
1989-08-01,2335.703968738624,Train,Sarima
1989-09-01,2172.3145179356075,Train,Sarima
1989-10-01,3592.7563545957573,Train,Sarima
1989-11-01,4889.77986463738,Train,Sarima
1989-12-01,6753.335672758331,Train,Sarima
1990-01-01,1754.4474804790334,Train,Sarima
1990-02-01,1504.5993451577906,Train,Sarima
1990-03-01,1925.7250857003141,Train,Sarima
1990-04-01,1812.127695362534,Train,Sarima
1990-05-01,1608.3291946385189,Train,Sarima
1990-06-01,1408.655215690369,Train,Sarima
1990-07-01,2027.1437473233532,Train,Sarima
1990-08-01,2216.182481195449,Train,Sarima
1990-09-01,2262.195567315279,Train,Sarima
1990-10-01,3635.2795766253657,Train,Sarima
1990-11-01,4505.903073876703,Train,Sarima
1990-12-01,6848.329312272482,Train,Sarima
1991-01-01,1327.412812758047,Test,Sarima
1991-02-01,1315.1373074283106,Test,Sarima
1991-03-01,1621.6222099211236,Test,Sarima
1991-04-01,1598.8913453135133,Test,Sarima
1991-05-01,1392.7181726983547,Test,Sarima
1991-06-01,1224.8353122230744,Test,Sarima
1991-07-01,1780.4687304492495,Test,Sarima
1991-08-01,1787.9206141773939,Test,Sarima
1991-09-01,2192.5455807847156,Test,Sarima
1991-10-01,3184.331692405025,Test,Sarima
1991-11-01,4490.68725515652,Test,Sarima
1991-12-01,6525.0733630938985,Test,Sarima
1992-01-01,1307.29189871558,Test,Sarima
1992-02-01,1172.8052151006555,Test,Sarima
1992-03-01,1572.1949632869805,Test,Sarima
1992-04-01,1504.4824303000164,Test,Sarima
1992-05-01,1306.8405318030764,Test,Sarima
1992-06-01,1095.9860970943569,Test,Sarima
1992-07-01,1717.0385068014293,Test,Sarima
1992-08-01,1784.6699157102603,Test,Sarima
1992-09-01,2126.3657595985105,Test,Sarima
1992-10-01,3224.729784647472,Test,Sarima
1992-11-01,4587.170840106898,Test,Sarima
1992-12-01,6765.816751649588,Test,Sarima
1993-01-01,1251.6112937196958,Test,Sarima
1993-02-01,1074.7321906675988,Test,Sarima
1993-03-01,1514.5693971498488,Test,Sarima
1993-04-01,1429.4880118856743,Test,Sarima
1993-05-01,1232.2164550785915,Test,Sarima
1993-06-01,1006.4285739211505,Test,Sarima
1993-07-01,1658.302792098568,Test,Sarima
1993-08-01,1726.660835080736,Test,Sarima
1993-09-01,2084.7591468269834,Test,Sarima
1993-10-01,3230.4385052543344,Test,Sarima
1993-11-01,4653.2231398674,Test,Sarima
1993-12-01,6927.125888281194,Test,Sarima
1994-01-01,1171.1591674513757,Test,Sarima
1994-02-01,986.3804056253357,Test,Sarima
1994-03-01,1445.6054970895964,Test,Sarima
1994-04-01,1356.736164989151,Test,Sarima
1994-05-01,1150.8418364800398,Test,Sarima
1994-06-01,915.1242549337599,Test,Sarima
1994-07-01,1595.6181929403947,Test,Sarima
1994-08-01,1666.9675438125755,Test,Sarima
1994-09-01,2040.7856292826666,Test,Sarima
1994-10-01,3236.737610529976,Test,Sarima
1994-11-01,4721.96053689322,Test,Sarima
1994-12-01,7095.647864484818,Test,Sarima
1995-01-01,1087.0923232932282,Test,Sarima
1995-02-01,894.2043778152411,Test,Sarima
1995-03-01,1373.5820147845302,Test,Sarima
1995-04-01,1280.8126162610688,Test,Sarima
1995-05-01,1065.8831356160947,Test,Sarima
1995-06-01,819.8214556903933,Test,Sarima
1995-07-01,1530.177626097519,Test,Sarima
