YearMonth,Value,Type,Model
1985-03-01,1846.0,Train,Actual
1985-04-01,1589.0,Train,Actual
1985-05-01,1896.0,Train,Actual
1985-06-01,1379.0,Train,Actual
1985-07-01,1645.0,Train,Actual
1985-08-01,2512.0,Train,Actual
1985-09-01,1771.0,Train,Actual
1985-10-01,3727.0,Train,Actual
1985-11-01,4388.0,Train,Actual
1985-12-01,5434.0,Train,Actual
1986-01-01,1606.0,Train,Actual
1986-02-01,1523.0,Train,Actual
1986-03-01,1577.0,Train,Actual
1986-04-01,1605.0,Train,Actual
1986-05-01,1765.0,Train,Actual
1986-06-01,1403.0,Train,Actual
1986-07-01,2584.0,Train,Actual
1986-08-01,3318.0,Train,Actual
1986-09-01,1562.0,Train,Actual
1986-10-01,2349.0,Train,Actual
1986-11-01,3987.0,Train,Actual
1986-12-01,5891.0,Train,Actual
1987-01-01,1389.0,Train,Actual
1987-02-01,1442.0,Train,Actual
1987-03-01,1548.0,Train,Actual
1987-04-01,1935.0,Train,Actual
1987-05-01,1518.0,Train,Actual
1987-06-01,1250.0,Train,Actual
1987-07-01,1847.0,Train,Actual
1987-08-01,1930.0,Train,Actual
1987-09-01,2638.0,Train,Actual
1987-10-01,3114.0,Train,Actual
1987-11-01,4405.0,Train,Actual
1987-12-01,7242.0,Train,Actual
1988-01-01,1853.0,Train,Actual
1988-02-01,1779.0,Train,Actual
1988-03-01,2108.0,Train,Actual
1988-04-01,2336.0,Train,Actual
1988-05-01,1728.0,Train,Actual
1988-06-01,1661.0,Train,Actual
1988-07-01,2230.0,Train,Actual
1988-08-01,1645.0,Train,Actual
1988-09-01,2421.0,Train,Actual
1988-10-01,3740.0,Train,Actual
1988-11-01,4988.0,Train,Actual
1988-12-01,6757.0,Train,Actual
1989-01-01,1757.0,Train,Actual
1989-02-01,1394.0,Train,Actual
1989-03-01,1982.0,Train,Actual
1989-04-01,1650.0,Train,Actual
1989-05-01,1654.0,Train,Actual
1989-06-01,1406.0,Train,Actual
1989-07-01,1971.0,Train,Actual
1989-08-01,1968.0,Train,Actual
1989-09-01,2608.0,Train,Actual
1989-10-01,3845.0,Train,Actual
1989-11-01,4514.0,Train,Actual
1989-12-01,6694.0,Train,Actual
1990-01-01,1720.0,Train,Actual
1990-02-01,1321.0,Train,Actual
1990-03-01,1859.0,Train,Actual
1990-04-01,1628.0,Train,Actual
1990-05-01,1615.0,Train,Actual
1990-06-01,1457.0,Train,Actual
1990-07-01,1899.0,Train,Actual
1990-08-01,1605.0,Train,Actual
1990-09-01,2424.0,Train,Actual
1990-10-01,3116.0,Train,Actual
1990-11-01,4286.0,Train,Actual
1990-12-01,6047.0,Train,Actual
1991-01-01,1902.0,Test,Actual
1991-02-01,2049.0,Test,Actual
1991-03-01,1874.0,Test,Actual
1991-04-01,1279.0,Test,Actual
1991-05-01,1432.0,Test,Actual
1991-06-01,1540.0,Test,Actual
1991-07-01,2214.0,Test,Actual
1991-08-01,1857.0,Test,Actual
1991-09-01,2408.0,Test,Actual
1991-10-01,3252.0,Test,Actual
1991-11-01,3627.0,Test,Actual
1991-12-01,6153.0,Test,Actual
1992-01-01,1577.0,Test,Actual
1992-02-01,1667.0,Test,Actual
1992-03-01,1993.0,Test,Actual
1992-04-01,1997.0,Test,Actual
1992-05-01,1783.0,Test,Actual
1992-06-01,1625.0,Test,Actual
1992-07-01,2076.0,Test,Actual
1992-08-01,1773.0,Test,Actual
1992-09-01,2377.0,Test,Actual
1992-10-01,3088.0,Test,Actual
1992-11-01,4096.0,Test,Actual
1992-12-01,6119.0,Test,Actual
1993-01-01,1494.0,Test,Actual
1993-02-01,1564.0,Test,Actual
1993-03-01,1898.0,Test,Actual
1993-04-01,2121.0,Test,Actual
1993-05-01,1831.0,Test,Actual
1993-06-01,1515.0,Test,Actual
1993-07-01,2048.0,Test,Actual
1993-08-01,2795.0,Test,Actual
1993-09-01,1749.0,Test,Actual
1993-10-01,3339.0,Test,Actual
1993-11-01,4227.0,Test,Actual
1993-12-01,6410.0,Test,Actual
1994-01-01,1197.0,Test,Actual
1994-02-01,1968.0,Test,Actual
1994-03-01,1720.0,Test,Actual
1994-04-01,1725.0,Test,Actual
1994-05-01,1674.0,Test,Actual
1994-06-01,1693.0,Test,Actual
1994-07-01,2031.0,Test,Actual
1994-08-01,1495.0,Test,Actual
1994-09-01,2968.0,Test,Actual
1994-10-01,3385.0,Test,Actual
1994-11-01,3729.0,Test,Actual
1994-12-01,5999.0,Test,Actual
1995-01-01,1070.0,Test,Actual
1995-02-01,1402.0,Test,Actual
1995-03-01,1897.0,Test,Actual
1995-04-01,1862.0,Test,Actual
1995-05-01,1670.0,Test,Actual
1995-06-01,1688.0,Test,Actual
1995-07-01,2031.0,Test,Actual
1980-01-01,1711.1739741161612,Train,Tes_optimized
1980-02-01,1598.8694136679292,Train,Tes_optimized
1980-03-01,1905.036721393624,Train,Tes_optimized
1980-04-01,2075.5273670474276,Train,Tes_optimized
1980-05-01,1549.9623348172156,Train,Tes_optimized
1980-06-01,1482.8875518128602,Train,Tes_optimized
1980-07-01,1824.4774442054204,Train,Tes_optimized
1980-08-01,2337.0945237708875,Train,Tes_optimized
1980-09-01,2086.7680516546543,Train,Tes_optimized
1980-10-01,2531.7625245150066,Train,Tes_optimized
1980-11-01,3829.1141322679314,Train,Tes_optimized
1980-12-01,5041.743649637538,Train,Tes_optimized
1981-01-01,1929.6710212302457,Train,Tes_optimized
1981-02-01,1645.6025510011534,Train,Tes_optimized
1981-03-01,2048.4891859668637,Train,Tes_optimized
1981-04-01,1375.9422903834457,Train,Tes_optimized
1981-05-01,1459.718520187826,Train,Tes_optimized
1981-06-01,1258.604840704833,Train,Tes_optimized
1981-07-01,1894.001821365512,Train,Tes_optimized
1981-08-01,2262.132913621862,Train,Tes_optimized
1981-09-01,1978.4351100461042,Train,Tes_optimized
1981-10-01,2565.815480427342,Train,Tes_optimized
1981-11-01,3731.4592395968307,Train,Tes_optimized
1981-12-01,4779.171902728712,Train,Tes_optimized
1982-01-01,1164.3074675496403,Train,Tes_optimized
1982-02-01,1370.2459637154689,Train,Tes_optimized
1982-03-01,1715.3575278935712,Train,Tes_optimized
1982-04-01,1609.5162578469942,Train,Tes_optimized
1982-05-01,1116.079955145144,Train,Tes_optimized
1982-06-01,1569.811757880387,Train,Tes_optimized
1982-07-01,1944.0961780163823,Train,Tes_optimized
1982-08-01,2565.0131918744914,Train,Tes_optimized
1982-09-01,1689.9578656945616,Train,Tes_optimized
1982-10-01,2098.449791843647,Train,Tes_optimized
1982-11-01,3824.398826669313,Train,Tes_optimized
1982-12-01,4537.395627983455,Train,Tes_optimized
1983-01-01,1276.9205424316815,Train,Tes_optimized
1983-02-01,1336.690579640894,Train,Tes_optimized
1983-03-01,1857.431994746965,Train,Tes_optimized
1983-04-01,2209.975613826235,Train,Tes_optimized
1983-05-01,1274.950865352531,Train,Tes_optimized
1983-06-01,1237.640566495902,Train,Tes_optimized
1983-07-01,1661.108567583333,Train,Tes_optimized
1983-08-01,1897.512475993272,Train,Tes_optimized
1983-09-01,1912.764640486656,Train,Tes_optimized
1983-10-01,2733.920394821978,Train,Tes_optimized
1983-11-01,3907.84790982338,Train,Tes_optimized
1983-12-01,4580.347482156889,Train,Tes_optimized
1984-01-01,1680.0197587351508,Train,Tes_optimized
1984-02-01,1509.400545459466,Train,Tes_optimized
1984-03-01,1717.9022892915589,Train,Tes_optimized
1984-04-01,1705.3846469628713,Train,Tes_optimized
1984-05-01,1672.1452598358828,Train,Tes_optimized
1984-06-01,1612.6127026332788,Train,Tes_optimized
1984-07-01,1936.2624341494916,Train,Tes_optimized
1984-08-01,2212.0597648598946,Train,Tes_optimized
1984-09-01,2527.437244740139,Train,Tes_optimized
1984-10-01,2543.5933301940936,Train,Tes_optimized
1984-11-01,3657.5113661825626,Train,Tes_optimized
1984-12-01,5304.677857622884,Train,Tes_optimized
1985-01-01,2105.014955736752,Train,Tes_optimized
1985-02-01,1814.8954696202088,Train,Tes_optimized
1985-03-01,2165.7244555646507,Train,Tes_optimized
1985-04-01,1623.1548638154854,Train,Tes_optimized
1985-05-01,1343.0126673696861,Train,Tes_optimized
1985-06-01,1557.3658624078523,Train,Tes_optimized
1985-07-01,1834.622580590738,Train,Tes_optimized
1985-08-01,2712.910342990614,Train,Tes_optimized
1985-09-01,1609.223392328051,Train,Tes_optimized
1985-10-01,2362.5678981429305,Train,Tes_optimized
1985-11-01,4631.679178905731,Train,Tes_optimized
1985-12-01,5653.067738644003,Train,Tes_optimized
1986-01-01,2271.889146084259,Train,Tes_optimized
1986-02-01,1880.5133197709486,Train,Tes_optimized
1986-03-01,1994.8420692700013,Train,Tes_optimized
1986-04-01,1453.2641483197822,Train,Tes_optimized
1986-05-01,1464.6304364764653,Train,Tes_optimized
1986-06-01,1185.9470518562694,Train,Tes_optimized
1986-07-01,1641.5368925348237,Train,Tes_optimized
1986-08-01,3236.291651704125,Train,Tes_optimized
1986-09-01,2616.320888344223,Train,Tes_optimized
1986-10-01,3257.596280817031,Train,Tes_optimized
1986-11-01,3420.912037528512,Train,Tes_optimized
1986-12-01,4652.456994857518,Train,Tes_optimized
1987-01-01,1835.4250735803207,Train,Tes_optimized
1987-02-01,1724.121087285301,Train,Tes_optimized
1987-03-01,1910.3127613414006,Train,Tes_optimized
1987-04-01,1690.9583670387037,Train,Tes_optimized
1987-05-01,1888.4046020685487,Train,Tes_optimized
1987-06-01,1220.864935156873,Train,Tes_optimized
1987-07-01,1824.3296620750966,Train,Tes_optimized
1987-08-01,2428.5869815368933,Train,Tes_optimized
1987-09-01,790.7134078600047,Train,Tes_optimized
1987-10-01,3102.980054913868,Train,Tes_optimized
1987-11-01,4615.817727105882,Train,Tes_optimized
1987-12-01,5911.19610849154,Train,Tes_optimized
1988-01-01,2663.4507836400453,Train,Tes_optimized
1988-02-01,2578.3950650560478,Train,Tes_optimized
1988-03-01,2538.821512161599,Train,Tes_optimized
1988-04-01,2582.4266191041165,Train,Tes_optimized
1988-05-01,2269.96211521374,Train,Tes_optimized
1988-06-01,1631.8278126467835,Train,Tes_optimized
1988-07-01,2188.0990325819203,Train,Tes_optimized
1988-08-01,2551.727155958721,Train,Tes_optimized
1988-09-01,1545.170315331534,Train,Tes_optimized
1988-10-01,2388.520704497218,Train,Tes_optimized
1988-11-01,4435.24074025238,Train,Tes_optimized
1988-12-01,6795.980567770178,Train,Tes_optimized
1989-01-01,1868.2977795878205,Train,Tes_optimized
1989-02-01,2103.5704374392258,Train,Tes_optimized
1989-03-01,2236.141900629182,Train,Tes_optimized
1989-04-01,2448.149993408978,Train,Tes_optimized
1989-05-01,1665.156320624669,Train,Tes_optimized
1989-06-01,1524.046222269739,Train,Tes_optimized
1989-07-01,1992.884573866609,Train,Tes_optimized
1989-08-01,1916.6856705049065,Train,Tes_optimized
1989-09-01,2217.3955249281357,Train,Tes_optimized
1989-10-01,3050.8325882623885,Train,Tes_optimized
1989-11-01,4458.251319901267,Train,Tes_optimized
1989-12-01,6218.080991708538,Train,Tes_optimized
1990-01-01,1480.4471083602243,Train,Tes_optimized
1990-02-01,1665.9896408992854,Train,Tes_optimized
1990-03-01,2231.863638778641,Train,Tes_optimized
1990-04-01,2217.940086344782,Train,Tes_optimized
1990-05-01,1936.1127832389163,Train,Tes_optimized
1990-06-01,1633.0389705593195,Train,Tes_optimized
1990-07-01,2138.417172769699,Train,Tes_optimized
1990-08-01,1977.1732068627168,Train,Tes_optimized
1990-09-01,2132.773896445662,Train,Tes_optimized
1990-10-01,2993.958738067735,Train,Tes_optimized
1990-11-01,3585.1397690578715,Train,Tes_optimized
1990-12-01,5747.552947099924,Train,Tes_optimized
1991-01-01,712.6254456225261,Test,Tes_optimized
1991-02-01,394.1303918073921,Test,Tes_optimized
1991-03-01,1022.6539296008584,Test,Tes_optimized
1991-04-01,1065.5654819628696,Test,Tes_optimized
1991-05-01,1231.9640206564652,Test,Tes_optimized
1991-06-01,1241.3679195387263,Test,Tes_optimized
1991-07-01,1929.7119665990726,Test,Tes_optimized
1991-08-01,1991.2843898096469,Test,Tes_optimized
1991-09-01,2810.367604390093,Test,Tes_optimized
1991-10-01,3626.617739452339,Test,Tes_optimized
1991-11-01,4538.351819656618,Test,Tes_optimized
1991-12-01,6114.907847785767,Test,Tes_optimized
1992-01-01,930.256819858331,Test,Tes_optimized
1992-02-01,611.761766043197,Test,Tes_optimized
1992-03-01,1240.2853038366634,Test,Tes_optimized
1992-04-01,1283.1968561986744,Test,Tes_optimized
1992-05-01,1449.59539489227,Test,Tes_optimized
1992-06-01,1458.9992937745312,Test,Tes_optimized
1992-07-01,2147.343340834878,Test,Tes_optimized
1992-08-01,2208.915764045452,Test,Tes_optimized
1992-09-01,3027.9989786258984,Test,Tes_optimized
1992-10-01,3844.249113688143,Test,Tes_optimized
1992-11-01,4755.9831938924235,Test,Tes_optimized
1992-12-01,6332.539222021572,Test,Tes_optimized
1993-01-01,1147.888194094136,Test,Tes_optimized
1993-02-01,829.3931402790018,Test,Tes_optimized
1993-03-01,1457.9166780724681,Test,Tes_optimized
1993-04-01,1500.8282304344793,Test,Tes_optimized
1993-05-01,1667.226769128075,Test,Tes_optimized
1993-06-01,1676.630668010336,Test,Tes_optimized
1993-07-01,2364.9747150706826,Test,Tes_optimized
1993-08-01,2426.5471382812566,Test,Tes_optimized
1993-09-01,3245.630352861703,Test,Tes_optimized
1993-10-01,4061.8804879239487,Test,Tes_optimized
1993-11-01,4973.614568128229,Test,Tes_optimized
1993-12-01,6550.170596257376,Test,Tes_optimized
1994-01-01,1365.5195683299407,Test,Tes_optimized
1994-02-01,1047.0245145148067,Test,Tes_optimized
1994-03-01,1675.5480523082733,Test,Tes_optimized
1994-04-01,1718.4596046702843,Test,Tes_optimized
1994-05-01,1884.8581433638794,Test,Tes_optimized
1994-06-01,1894.2620422461407,Test,Tes_optimized
1994-07-01,2582.606089306488,Test,Tes_optimized
1994-08-01,2644.178512517062,Test,Tes_optimized
1994-09-01,3463.261727097508,Test,Tes_optimized
1994-10-01,4279.511862159754,Test,Tes_optimized
1994-11-01,5191.245942364033,Test,Tes_optimized
1994-12-01,6767.801970493182,Test,Tes_optimized
1995-01-01,1583.1509425657455,Test,Tes_optimized
1995-02-01,1264.6558887506117,Test,Tes_optimized
1995-03-01,1893.1794265440783,Test,Tes_optimized
1995-04-01,1936.0909789060893,Test,Tes_optimized
1995-05-01,2102.4895175996844,Test,Tes_optimized
1995-06-01,2111.8934164819457,Test,Tes_optimized
1995-07-01,2800.2374635422925,Test,Tes_optimized
