YearMonth,Value,Type,Model
1985-03-01,1846.0,Train,Actual
1985-04-01,1589.0,Train,Actual
1985-05-01,1896.0,Train,Actual
1985-06-01,1379.0,Train,Actual
1985-07-01,1645.0,Train,Actual
1985-08-01,2512.0,Train,Actual
1985-09-01,1771.0,Train,Actual
1985-10-01,3727.0,Train,Actual
1985-11-01,4388.0,Train,Actual
1985-12-01,5434.0,Train,Actual
1986-01-01,1606.0,Train,Actual
1986-02-01,1523.0,Train,Actual
1986-03-01,1577.0,Train,Actual
1986-04-01,1605.0,Train,Actual
1986-05-01,1765.0,Train,Actual
1986-06-01,1403.0,Train,Actual
1986-07-01,2584.0,Train,Actual
1986-08-01,3318.0,Train,Actual
1986-09-01,1562.0,Train,Actual
1986-10-01,2349.0,Train,Actual
1986-11-01,3987.0,Train,Actual
1986-12-01,5891.0,Train,Actual
1987-01-01,1389.0,Train,Actual
1987-02-01,1442.0,Train,Actual
1987-03-01,1548.0,Train,Actual
1987-04-01,1935.0,Train,Actual
1987-05-01,1518.0,Train,Actual
1987-06-01,1250.0,Train,Actual
1987-07-01,1847.0,Train,Actual
1987-08-01,1930.0,Train,Actual
1987-09-01,2638.0,Train,Actual
1987-10-01,3114.0,Train,Actual
1987-11-01,4405.0,Train,Actual
1987-12-01,7242.0,Train,Actual
1988-01-01,1853.0,Train,Actual
1988-02-01,1779.0,Train,Actual
1988-03-01,2108.0,Train,Actual
1988-04-01,2336.0,Train,Actual
1988-05-01,1728.0,Train,Actual
1988-06-01,1661.0,Train,Actual
1988-07-01,2230.0,Train,Actual
1988-08-01,1645.0,Train,Actual
1988-09-01,2421.0,Train,Actual
1988-10-01,3740.0,Train,Actual
1988-11-01,4988.0,Train,Actual
1988-12-01,6757.0,Train,Actual
1989-01-01,1757.0,Train,Actual
1989-02-01,1394.0,Train,Actual
1989-03-01,1982.0,Train,Actual
1989-04-01,1650.0,Train,Actual
1989-05-01,1654.0,Train,Actual
1989-06-01,1406.0,Train,Actual
1989-07-01,1971.0,Train,Actual
1989-08-01,1968.0,Train,Actual
1989-09-01,2608.0,Train,Actual
1989-10-01,3845.0,Train,Actual
1989-11-01,4514.0,Train,Actual
1989-12-01,6694.0,Train,Actual
1990-01-01,1720.0,Train,Actual
1990-02-01,1321.0,Train,Actual
1990-03-01,1859.0,Train,Actual
1990-04-01,1628.0,Train,Actual
1990-05-01,1615.0,Train,Actual
1990-06-01,1457.0,Train,Actual
1990-07-01,1899.0,Train,Actual
1990-08-01,1605.0,Train,Actual
1990-09-01,2424.0,Train,Actual
1990-10-01,3116.0,Train,Actual
1990-11-01,4286.0,Train,Actual
1990-12-01,6047.0,Train,Actual
1991-01-01,1902.0,Test,Actual
1991-02-01,2049.0,Test,Actual
1991-03-01,1874.0,Test,Actual
1991-04-01,1279.0,Test,Actual
1991-05-01,1432.0,Test,Actual
1991-06-01,1540.0,Test,Actual
1991-07-01,2214.0,Test,Actual
1991-08-01,1857.0,Test,Actual
1991-09-01,2408.0,Test,Actual
1991-10-01,3252.0,Test,Actual
1991-11-01,3627.0,Test,Actual
1991-12-01,6153.0,Test,Actual
1992-01-01,1577.0,Test,Actual
1992-02-01,1667.0,Test,Actual
1992-03-01,1993.0,Test,Actual
1992-04-01,1997.0,Test,Actual
1992-05-01,1783.0,Test,Actual
1992-06-01,1625.0,Test,Actual
1992-07-01,2076.0,Test,Actual
1992-08-01,1773.0,Test,Actual
1992-09-01,2377.0,Test,Actual
1992-10-01,3088.0,Test,Actual
1992-11-01,4096.0,Test,Actual
1992-12-01,6119.0,Test,Actual
1993-01-01,1494.0,Test,Actual
1993-02-01,1564.0,Test,Actual
1993-03-01,1898.0,Test,Actual
1993-04-01,2121.0,Test,Actual
1993-05-01,1831.0,Test,Actual
1993-06-01,1515.0,Test,Actual
1993-07-01,2048.0,Test,Actual
1993-08-01,2795.0,Test,Actual
1993-09-01,1749.0,Test,Actual
1993-10-01,3339.0,Test,Actual
1993-11-01,4227.0,Test,Actual
1993-12-01,6410.0,Test,Actual
1994-01-01,1197.0,Test,Actual
1994-02-01,1968.0,Test,Actual
1994-03-01,1720.0,Test,Actual
1994-04-01,1725.0,Test,Actual
1994-05-01,1674.0,Test,Actual
1994-06-01,1693.0,Test,Actual
1994-07-01,2031.0,Test,Actual
1994-08-01,1495.0,Test,Actual
1994-09-01,2968.0,Test,Actual
1994-10-01,3385.0,Test,Actual
1994-11-01,3729.0,Test,Actual
1994-12-01,5999.0,Test,Actual
1995-01-01,1070.0,Test,Actual
1995-02-01,1402.0,Test,Actual
1995-03-01,1897.0,Test,Actual
1995-04-01,1862.0,Test,Actual
1995-05-01,1670.0,Test,Actual
1995-06-01,1688.0,Test,Actual
1995-07-01,2031.0,Test,Actual
1991-01-01,4252.335307835626,Test,Arima_auto
1991-02-01,2863.076606596553,Test,Arima_auto
1991-03-01,2043.968285013863,Test,Arima_auto
1991-04-01,1746.2136775254435,Test,Arima_auto
1991-05-01,1813.6475335081814,Test,Arima_auto
1991-06-01,2068.6574142810323,Test,Arima_auto
1991-07-01,2365.5399417745357,Test,Arima_auto
1991-08-01,2612.4546095588053,Test,Arima_auto
1991-09-01,2770.3878434662774,Test,Arima_auto
1991-10-01,2839.51527457279,Test,Arima_auto
1991-11-01,2841.887122262897,Test,Arima_auto
1991-12-01,2806.337158237424,Test,Arima_auto
1992-01-01,2758.365657457738,Test,Arima_auto
1992-02-01,2715.305077036706,Test,Arima_auto
1992-03-01,2685.63529525928,Test,Arima_auto
1992-04-01,2670.788911268372,Test,Arima_auto
1992-05-01,2667.902948900472,Test,Arima_auto
1992-06-01,2672.4196755094376,Test,Arima_auto
1992-07-01,2679.960133914086,Test,Arima_auto
1992-08-01,2687.3277922896214,Test,Arima_auto
1992-09-01,2692.777587386683,Test,Arima_auto
1992-10-01,2695.8076069312874,Test,Arima_auto
1992-11-01,2696.735284676551,Test,Arima_auto
1992-12-01,2696.25783698872,Test,Arima_auto
1993-01-01,2695.112542032665,Test,Arima_auto
1993-02-01,2693.876835511799,Test,Arima_auto
1993-03-01,2692.8960184775515,Test,Arima_auto
1993-04-01,2692.300206852465,Test,Arima_auto
1993-05-01,2692.0670028912923,Test,Arima_auto
1993-06-01,2692.0942464972454,Test,Arima_auto
1993-07-01,2692.2604206001606,Test,Arima_auto
1993-08-01,2692.4632199520893,Test,Arima_auto
1993-09-01,2692.6363731544375,Test,Arima_auto
1993-10-01,2692.750143752979,Test,Arima_auto
1993-11-01,2692.802579385842,Test,Arima_auto
1993-12-01,2692.8077495717,Test,Arima_auto
1994-01-01,2692.785206796752,Test,Arima_auto
1994-02-01,2692.752736900465,Test,Arima_auto
1994-03-01,2692.722741161568,Test,Arima_auto
1994-04-01,2692.701543861445,Test,Arima_auto
1994-05-01,2692.6905071923056,Test,Arima_auto
1994-06-01,2692.687881394105,Test,Arima_auto
1994-07-01,2692.6906087580323,Test,Arima_auto
1994-08-01,2692.695655894843,Test,Arima_auto
1994-09-01,2692.700752843289,Test,Arima_auto
1994-10-01,2692.7046177311654,Test,Arima_auto
1994-11-01,2692.7068381785784,Test,Arima_auto
1994-12-01,2692.707590037733,Test,Arima_auto
1995-01-01,2692.70733468217,Test,Arima_auto
1995-02-01,2692.7065791263594,Test,Arima_auto
1995-03-01,2692.705730581748,Test,Arima_auto
1995-04-01,2692.7050397822863,Test,Arima_auto
1995-05-01,2692.704607966974,Test,Arima_auto
1995-06-01,2692.704427738901,Test,Arima_auto
1995-07-01,2692.7044327709837,Test,Arima_auto
