YearMonth,Value,Type,Model
1991-05-01,1658.5,Full,MovingAverage_4
1991-06-01,1531.25,Full,MovingAverage_4
1991-07-01,1616.25,Full,MovingAverage_4
1991-08-01,1760.75,Full,MovingAverage_4
1991-09-01,2004.75,Full,MovingAverage_4
1991-10-01,2432.75,Full,MovingAverage_4
1991-11-01,2786.0,Full,MovingAverage_4
1991-12-01,3860.0,Full,MovingAverage_4
1992-01-01,3652.25,Full,MovingAverage_4
1992-02-01,3256.0,Full,MovingAverage_4
1992-03-01,2847.5,Full,MovingAverage_4
1992-04-01,1808.5,Full,MovingAverage_4
1992-05-01,1860.0,Full,MovingAverage_4
1992-06-01,1849.5,Full,MovingAverage_4
1992-07-01,1870.25,Full,MovingAverage_4
1992-08-01,1814.25,Full,MovingAverage_4
1992-09-01,1962.75,Full,MovingAverage_4
1992-10-01,2328.5,Full,MovingAverage_4
1992-11-01,2833.5,Full,MovingAverage_4
1992-12-01,3920.0,Full,MovingAverage_4
1993-01-01,3699.25,Full,MovingAverage_4
1993-02-01,3318.25,Full,MovingAverage_4
1993-03-01,2768.75,Full,MovingAverage_4
1993-04-01,1769.25,Full,MovingAverage_4
1993-05-01,1853.5,Full,MovingAverage_4
1993-06-01,1841.25,Full,MovingAverage_4
1993-07-01,1878.75,Full,MovingAverage_4
1993-08-01,2047.25,Full,MovingAverage_4
1993-09-01,2026.75,Full,MovingAverage_4
1993-10-01,2482.75,Full,MovingAverage_4
1993-11-01,3027.5,Full,MovingAverage_4
1993-12-01,3931.25,Full,MovingAverage_4
1994-01-01,3793.25,Full,MovingAverage_4
1994-02-01,3450.5,Full,MovingAverage_4
1994-03-01,2823.75,Full,MovingAverage_4
1994-04-01,1652.5,Full,MovingAverage_4
1994-05-01,1771.75,Full,MovingAverage_4
1994-06-01,1703.0,Full,MovingAverage_4
1994-07-01,1780.75,Full,MovingAverage_4
1994-08-01,1723.25,Full,MovingAverage_4
1994-09-01,2046.75,Full,MovingAverage_4
1994-10-01,2469.75,Full,MovingAverage_4
1994-11-01,2894.25,Full,MovingAverage_4
1994-12-01,4020.25,Full,MovingAverage_4
1995-01-01,3545.75,Full,MovingAverage_4
1995-02-01,3050.0,Full,MovingAverage_4
1995-03-01,2592.0,Full,MovingAverage_4
1995-04-01,1557.75,Full,MovingAverage_4
1995-05-01,1707.75,Full,MovingAverage_4
1995-06-01,1779.25,Full,MovingAverage_4
1995-07-01,1812.75,Full,MovingAverage_4
